,sentences
1707,"['they', 'should', 'sell']"
1708,"['and,', 'course,', 'know,', 'would', 'be..']"
1709,"['would', 'be..']"
1710,"['would', 'entir', 'unsurprisingli', 'turn', 'that', 'gucci', 'handbag', 'bought', 'somebodi', 'from', 'anoth']"
1711,"['goe', 'compani', 'with', 'strategi', 'budget']"
1712,"['from', 'strategi', 'team', 'anoth', 'luxuri', 'good', 'company.']"
1713,"[""it'"", 'like,', 'went', 'was,', 'like,', ""they'v"", 'done', 'like', 'page', 'powerpoint', 'explain', 'what', 'purchas', 'journey', 'chang', 'voice.']"
1714,"['speaker', 'other', ""they'r"", 'sit', 'there', 'going,', 'actual', 'sold', 'handbag.']"
1715,"['speaker', 'thi', 'convers', 'with', 'watch', 'company,', 'compani', 'that', 'made', 'smartwatch', 'watch']"
1716,"[""they'v"", 'been', 'tri', 'them', 'sort', 'fifteen', 'year']"
1717,"['they', 'show', 'pictur', 'palm', 'smart', 'water', 'that', 'they', 'made', 'light', 'thousand', 'one,', 'founder', 'like,', 'yeah']"
1718,"['think', 'sold', 'three', 'those']"
1719,"['three', 'thousand', 'like', 'three.']"
1720,"['know,', 'be', 'cynical,', ""it'"", 'there', 'huge', 'amount', 'real', 'activ', 'here']"
1721,"[""it'"", 'quit', 'hard', 'pull', 'apart', 'what', 'real', 'activ', 'from', ""what'"", 'specul']"
1722,"[""that'"", 'kind', 'featur']"
1723,"[""it'"", 'featur', 'crypto', 'that', 'specul', 'know,', 'thi', 'critic', 'some', 'cynic', 'comment']"
1724,"['veri', 'explicit', 'whole', 'concept', 'origin', 'bitcoin', 'paper', 'specul', 'john', 'start', 'network', 'reward', 'earli', 'adopters.']"
1725,"[""that'"", 'veri', 'confound', 'look', 'thi', 'stuff', 'becaus', 'mean', 'that', 'specul', 'signal']"
1726,"['whereas,', 'know,', 'when', 'tesla', 'share', 'price', 'goe', 'that', ""doesn't"", 'prove', 'that', ""tesla'"", 'autonomi', 'work']"
1727,"['just', 'tell', 'lot', 'peopl', 'think', ""tesla'"", 'do', 'well']"
1728,"[""doesn't"", 'demonstr', 'that', ""doesn't"", 'help', 'tesla']"
1729,"['except', 'that', 'they', 'sell', 'stock', 'obviously.']"
1730,"['price', 'go', ""isn't"", 'cash', ""tesla'"", 'bank', 'account', 'wherea', 'token', 'go', 'kind', 'attract', 'product']"
1731,"['thi', 'taken', 'long', 'from', 'from', 'meta']"
1732,"['thi', 'sens', 'stuff', 'get', 'built.']"
1733,['speaker']
1734,['look']
1735,"['love', 'that', 'start', 'talk', 'about', 'meta,', 'talk', 'about', 'fashion', 'industri', 'differ', 'differ', 'era', 'differ', 'busi', 'model', 'fashion', 'industri']"
1736,"['think', 'where', 'land', 'actual', 'most', 'interest', ""there'"", 'doubt', ""there'"", 'happen']"
1737,"[""there'"", 'activity.']"
1738,"['what', ""it'"", 'just', 'fascin', 'think', 'about', 'what', 'percentag', 'which', 'normal', 'peopl', 'tri', 'figur', 'brand', 'test', 'becaus', 'obvious', 'have', 'wanna', 'stay', 'ahead']"
1739,"['what', 'percentag', 'peopl', 'actual', 'believ', 'that', 'thi', 'futur', ""they'r"", 'invest', 'time', 'money', 'effort', 'into']"
1740,"['speaker', 'peopl', 'believ', ""it'"", 'futur']"
1741,['the..']
1742,"['know,', 'the..']"
1743,"['thi', 'huge', 'difficult', 'question', 'assess', 'crypto', 'project', ""there'"", 'aw', 'peopl', 'bet', 'that', 'thi', 'futur']"
1744,"['what', 'that', 'tell']"
1745,"[""that'"", 'tell', 'peopl', 'think', 'thi', 'futur']"
1746,"[""that'"", 'quit', 'same', 'saying,']"
1747,"['have', 'seen', 'mani', 'pictur', 'were', 'post', 'instagram', 'yesterday?', ""that'"", 'same', 'thing']"
1748,"[""it'"", 'related,', ""it'"", 'white', 'same', 'thing.']"
1749,"['speaker', 'willing', 'futur', ""doesn't"", 'mean', 'that', 'absolut', 'future.']"
1750,"['speaker', ""it'"", 'both,', ""that'"", 'problem']"
1751,"['stock', 'price,', ""there'"", 'connection.']"
1752,"['speaker', 'everi', 'time', 'think', ""i'v"", 'tri', 'simplifi', 'come', 'back.']"
1753,"['speaker', 'thi', 'thi', ""it'"", 'complic']"
1754,"['thi', ""it'""]"
1755,"['stock', 'price', 'go', 'doe', 'help', 'compani', 'except', 'that', 'make', 'them', 'easier', 'them', 'write']"
1756,"['capit', 'sell', 'stock', 'issu', 'stock', 'options,', 'price', 'go', 'itself', ""doesn't"", 'tell', 'that', 'they', 'sold', 'more', 'product']"
1757,"['where', 'token', 'activ', 'token', 'both', 'peopl', 'specul', 'actual', 'real', 'use.']"
1758,"['when', 'look,', 'know,', 'when', 'somebodi', 'play', 'game,', 'they', 'thousand', 'dollar', 'someth']"
1759,"['they', 'realli', 'pay', 'thousand', 'dollar', 'they', 'swap', 'their', 'ethereum', 'game', 'into', 'anoth', 'token?', 'belief', 'taken', 'will', 'faster', 'both.']"
1760,"['speaker', 'think', ""that'"", 'piec', 'that', 'love', 'much', 'about', 'stuff', ""that'"", 'happen', 'onlin', 'that', 'huge', 'element', 'creativ', 'fact', 'that', 'there', 'just', 'know..']"
1761,"['feel', 'like', 'there', 'boundari']"
1762,"['like,', 'creativ', 'endless']"
1763,"['think', 'that', 'fashion', 'space']"
1764,"['like,', 'build', 'whatev', 'your', 'imagin', 'come', 'with.']"
1765,"['speaker', 'well,', 'thi', 'christ', 'line', 'outlook', 'look', 'geek', 'energi']"
1766,"['now,', 'course,', 'sometim', 'that', 'take', 'topic']"
1767,"['drone', 'sweeti', 'print']"
1768,"['also', 'take', 'take', 'crypto']"
1769,"['know,', 'what', 'clever', 'peopl', 'sell', 'valu', 'work', 'weekend,', 'them', 'work', 'crypto.']"
1770,"['some', 'them', 'work', 'money,', 'most', 'them', ""aren't"", 'just', 'work', 'money', ""they'r"", 'work', 'becaus', 'think', 'here', 'substrat']"
1771,"['same', 'that', 'substrat', 'where', 'suddenly,', 'there', 'thi', 'complet', 'blank', ""that'"", 'where', 'creat', 'anyth']"
1772,"['befor', 'that,', 'complet', 'blank', 'canva', 'where', 'creat', 'anyth']"
1773,"['befor', 'that']"
1774,"['also', 'mean,', 'know', 'late', 'seventi', 'were', 'thi', 'amaz', 'thing', 'that', 'suddenli', 'anyon', 'could', 'computer.']"
1775,"['number', 'peopl', 'could', 'someth', 'with', 'acut', 'futur', 'itself', 'with', 'that', 'oper', 'system', 'pretti', 'small,', 'were', 'those', 'people,', 'thi', 'amaz', 'becaus', 'previously,', 'kind', 'wait', 'time', 'mainfram']"
1776,['window']
1777,"['could', 'have', 'your', 'comput', 'could', 'whatev', 'want', 'with']"
1778,"['which', ""you'd"", 'never', 'been', 'abl', 'before,', 'that', 'that', 'substrat', 'then,', 'know,', 'oper', 'system', 'then', 'window', 'mac,', 'creat', 'thi', 'layer', 'abstract', 'that', 'mean', 'massiv', 'more', 'peopl', 'have', 'substrat', 'stuff', 'with']"
1779,"['then', 'get', 'thi', 'unlock', 'massiv', 'more', 'creat', 'capability.']"
1780,"['then', 'android', 'anoth', 'wave', 'that']"
1781,"['that', 'crypto', 'kind', 'anoth', 'wave', 'that']"
1782,"['that', 'creativ', 'possibl', 'that', 'just', 'make', 'something.']"
1783,"['speaker', 'like', 'that']"
1784,"['with', 'everi', 'wave,', ""there'"", 'like,', 'blank', 'canvas,', 'look', 'geek', 'energi', 'look', 'account', 'that', 'creativ', 'that', 'come']"
1785,"['speaker', 'someth', 'wise', 'that', 'yes.']"
1786,"['speaker', 'someth', 'like', 'that', ""it'"", 'great', 'end.']"
1787,"['speaker', 'yep.']"
1788,"['speaker', 'amazing.']"
1790,"['metavers', 'boom', 'virtual', 'realiti']"
1791,"['speaker', 'meta', 'emerg', 'next', 'technolog', 'platform,', 'attract', 'onlin', 'game', 'maker', 'social', 'network', 'plenti', 'invest']"
1792,"['share', ""there'"", 'lot', 'hype', 'surround', 'meta,', ""there'"", 'also', 'lot', 'substance,', 'development,', 'excit', 'trend']"
1793,"['thi', 'podcast', 'seri', 'into', 'meta,', 'brought', 'bloomberg', 'intelligence,', 'will', 'break', 'down', 'biggest', 'develop', 'bring', 'most', 'interest', 'mind', 'building,', 'invest', 'experienc']"
1794,"['welcom', 'onc', 'again', 'anoth', 'excit', 'episod', 'into', 'brought', 'bloomberg', 'intellig']"
1795,"['matthew', 'senior', 'equiti', 'research', 'analyst.']"
1796,"['bloomberg', 'intelligence,', 'host,', 'friedman,', 'founder', 'super', 'social', 'your', 'host']"
1797,"[""we'r"", 'super', 'excit', 'have', 'realli', 'great', 'guest', 'join', 'today', 'break', 'down', 'realli', 'excit', 'landscap', 'etf']"
1798,"['bloomberg', 'intellig', 'asia', 'analyst,', 'rebecca']"
1799,"['welcom', 'rebecca.']"
1800,"['speaker', 'thank', 'have']"
1801,"['veri', 'excit', 'beyond.']"
1802,"['speaker', ""couldn't"", 'tell,', 'rebecca', 'colleagu', 'here', 'hong', 'kong,', ""we'r"", 'realli', 'excit', 'togeth', 'because,', 'know,', ""we'v"", 'lot', 'excel', 'coverag']"
1803,"['session', 'togeth']"
1804,"[""she'"", 'done', 'work', 'meta', 'etf', 'bloomberg', 'profession', 'subscrib']"
1805,"['that', 'research', 'avail', 'dashboard,']"
1806,"['coupl', 'episod', 'ago.']"
1807,"['realli', 'great', 'convers', 'with', 'mario', 'from', 'round', 'hill', 'investment,', 'they', 'have', 'round', 'hill', 'ball']"
1808,"[""it'"", 'ticker']"
1809,"['previous', 'meta,', ""there'"", 'back', 'they', 'chang', 'that', 'probabl', ""won't"", 'into', 'today']"
1810,"['but,', 'know,', 'sinc', 'then,', 'landscap', 'truli', 'explod', 'meta', 'etf']"
1811,"[""it'"", 'becom', 'quit', 'exciting.']"
1812,"['befor', 'dive', 'into', 'meta', 'etfs,', 'rebecca,', 'have', 'favorit', 'question', 'that', 'pose', 'everi', 'guest,', 'grant', 'your', 'view', 'might', 'just', 'littl', 'skew', 'becaus', 'next', 'work']"
1813,"['your', 'view,', 'know,', 'what', 'meta?', 'think', 'like', ""it'"", 'more', 'import', 'what', 'meta?']"
1814,"['speaker', ""i'll"", 'have', 'honest', 'befor', 'join', 'bloomberg', 'never', 'realli', 'heard', 'word', 'meta']"
1815,"['until', 'matt']"
1816,"['memori', 'serv', 'correctly,', 'thi', 'first', 'thing', 'that', 'they', 'mention', 'even', 'interview', 'process']"
1817,"['they', 'were', 'like,', 'know,', ""there'"", 'someon', 'name', 'matthew']"
1818,"[""he'"", 'realli', 'well', 'known', ""he'"", 'done', 'research', 'med.']"
1819,"['yes,', 'opinion', 'probabl', 'skew', 'becaus', 'right', 'next', 'also', 'learn', 'from', 'you,', ""can't"", 'complain']"
1820,"['meta', 'realli', 'share', 'virtual', 'space,', 'whether', 'that', 'live', 'entertainment,', 'play', 'video', 'game', 'togeth', 'social', 'online,', 'these', 'thing', 'trend', 'that', 'merg', 'creat', 'someth']"
1821,"[""that'"", 'what', 'consid', 'meta.']"
1822,"['speaker', 'think', ""that'"", 'realli', 'concis', 'great', 'view']"
1823,"['think', ""what'"", 'import', 'that', 'mention', ""it'"", 'about', 'bring', 'peopl', 'togeth']"
1824,"['think', ""that's,"", 'know,', ""you'v"", 'talk', 'about', ""that'"", 'reason', 'start', 'super', 'social', 'when']"
1825,"[""it'"", 'because,', 'know,', 'realiz', 'that', 'onset', 'pandem', 'that', 'meta', 'just', 'next', 'form', 'human', 'interaction.']"
1826,"['speaker', 'hundr', 'percent']"
1827,"['mean,', 'know,', ""that'"", 'kind', 'embed', 'also', 'name', 'company,', 'super', 'social', 'becaus', 'hypothesi', 'that', 'meta', 'gonna', 'more', 'social,', 'more', 'immersive,', 'more', 'express']"
1828,"['human', 'beings,', 'mean,', 'realli', 'social', 'creatur', 'want', 'interact']"
1829,"['want', 'thing', 'together,', 'want', 'creat', 'together,', 'want', 'play', 'togeth']"
1830,"[""that'"", ""what'"", 'sort', 'really,', 'realli', 'excit', 'about', 'meta', 'place', 'human', 'experience,', 'human', 'interaction,', 'playing,', 'working,', 'do', 'thing', 'together.']"
1831,"[""doesn't"", 'mean', 'alway', 'that', ""it'"", 'gonna', 'with', 'certain', 'kind', 'form', 'factor', 'head', 'like', 'talk', 'about', 'meta', 'headset,', ""you'r"", 'gonna', 'access', 'matter', 'exclus', 'from', 'headset']"
1832,"['would', 'like', 'access', 'from', 'multitud', 'form', 'factors,', 'devic', 'platform']"
1833,"['rebecca,', 'think', 'what', ""you'r"", 'describ', 'well', 'align', 'with', 'what', 'have', 'have', 'been', 'sort', 'preach']"
1834,"['also', 'talk', 'some', 'phenomen', 'peopl', 'past', 'episod']"
1835,"['rebecca', 'you,', ""you'v"", 'look', 'market', 'earlier', 'thi', 'year,', 'actual', 'late', 'last', 'year,', 'facebook', 'chang', 'their', 'name', 'meta,', 'then', 'earlier', 'just', 'quit', 'recently,', 'they', 'final', 'ticker', 'meta.']"
1836,"['stori', 'well', 'round']"
1837,"['have', 'been', 'forecast', 'that', 'would', 'billion', 'asset', 'under', 'manag', 'twenti', 'twenti']"
1838,"['mani', 'peopl', 'thought', 'that', 'aggress']"
1839,"['then', 'almost', 'overnight,', 'know,', 'think', 'kind', 'went', 'from', 'about', 'hundr', 'million', 'breach', 'billion', 'mark', 'that', ""you'v"", 'outlin']"
1840,"['onli', 'your', 'trail', 'laser,', 'also,', 'think', 'meta', 'get,', ""let'"", 'say,', 'over', 'next', 'five', 'years,', 'three', 'five', 'years.']"
1841,"['what', 'sort', 'rational', 'behind', 'those', 'assumptions?']"
1842,"['speaker', 'provid', 'some', 'context', 'audienc']"
1843,"['when', 'first', 'join', 'bloomberg', 'intellig', 'august,', 'first', 'meta', 'piec', 'came', 'earli', 'octob']"
1844,"['well', 'befor', 'facebook', 'said', 'they', 'were', 'go', 'brand']"
1845,"['said', 'that', 'twenti', 'twenti', 'four,', 'etf', 'could', 'reach', 'eighti', 'billion', 'asset']"
1846,"['rememb', 'get', 'laugh', 'colleagu', 'say', 'that', 'least', 'factor', 'that', 'thi', 'impossible.']"
1847,"['twenti', 'twenti', 'one,', 'asset', 'surpass', 'billion,', 'there', 'alreadi', 'veri', 'long', 'list', 'issuer', 'pipelin', 'that', 'file', 'meta', 'launch', 'twenti', 'twenti']"
1848,"['would', 'definit', 'that', 'facebook', 'help', 'bring', 'meta', 'broader', 'market,', 'mani', 'issuers,', 'includ', 'fidelity,', 'prose', 'shares,', 'global', 'first', 'trust,', 'mani', 'more', 'asia', 'will', 'launch', 'etf', 'relat', 'meta']"
1849,"['with', 'name', 'like,', 'fidel', 'first', 'trust', 'onboard,', 'thi', 'mean', 'that', 'product', 'will', 'distribut', 'amongst', 'retail', 'investor', 'veri', 'quickli']"
1850,['we..']
1851,"['includ', 'variou', 'sector', 'meta', 'from', 'entertain', 'video', 'games,', 'commerce,', 'would', 'veri', 'easi', 'reach', 'eighti', 'billion.']"
1852,"['twenti', 'twenti', 'four']"
1853,"['instance,', 'entertain', 'alreadi', 'five', 'billion']"
1854,"['realli', 'depend', 'what', 'constitut', 'what', 'includ', 'thi', 'space', 'becaus', ""it'"", 'constantli', 'evolving,', ""there'"", 'mani', 'differ', 'parts,', 'whether', ""it'"", 'video', 'games,', 'entertainment,', 'social', 'media']"
1855,"['loop', 'group', 'those', 'etf', 'together,', 'realli', 'easili', 'reach', 'eighti', 'billion', 'twenti', 'twenti', 'four']"
1856,"[""there'"", 'definit', 'huge', 'growth', 'potential.']"
1857,"['think', 'thi', 'year,', ""we'r"", 'gonna', 'some', 'veri', 'interest', 'thing', 'happen', 'thi', 'space.']"
1858,"['speaker', 'absolut']"
1859,"['know,', ""we'v"", 'alreadi', 'seen', 'much', 'excit']"
1860,"['think', 'thing', ""that'"", 'been', 'truli', 'interest', 'about', 'emerg', 'meta', 'landscap', 'global', ""it'"", 'been', 'major']"
1861,"['know,', ""we'v"", 'talk', 'about', 'korea']"
1862,"[""we'v"", 'seen', 'etf', 'launch', 'taiwan', 'focus', 'med.']"
1863,"['know,', 'mayb', 'could', 'just', 'step', 'back', 'second,', 'mayb', 'could', 'give', 'land,', 'know,', 'just', 'even', 'last', 'month', ""it'"", 'realli', 'blossom']"
1864,"['biggest', 'assets?', ""who'"", 'kind', 'whale', 'thi', 'space?', 'know,', 'everyon', 'like', 'look', 'like,', 'biggest', 'etf', 'alway', 'tend', 'like,', 'shine', 'abov', 'whether', ""that'"", 'passiv', 'active?', 'then', 'term', 'region', 'just', 'kind', 'break', 'breakdown,', 'where', 'see', 'most', 'action?']"
1865,"[""what'"", ""what'"", ""what'"", 'most', 'exciting?']"
1866,"['speaker', 'meta', 'definit', 'explod', 'past', 'month', ""let'"", 'some', 'paramet']"
1867,"['look', 'that', 'word', 'meta', 'their', 'descript']"
1868,"['then', 'first', 'would', 'round', 'ball', 'which', 'launch', 'june', 'twenti', 'twenti']"
1869,"['sinc', 'then,', ""there'"", 'been', 'fourteen', 'launch', 'around', 'world', 'with', 'word', 'descript']"
1870,"['specifi', 'thi', 'becaus', ""there'"", 'issuer', 'that', 'consid', 'their', 'meta,', 'whether', ""it'd"", 'video', 'game,', 'tech', 'artifici', 'intelligence.']"
1871,"['realli', 'need', 'paramet', 'what', 'consid']"
1872,"[""there'"", 'more', 'than', 'thousand', 'etf', 'global', 'with', 'point', 'trillion', 'dollar', 'asset', 'under', 'manag']"
1873,"['start', 'includ', 'video', 'game', 'tech', 'cybersecurity,', 'then', 'univers', 'get', 'much', 'larger']"
1874,"[""we'r"", 'gonna', 'stick', 'definit', 'need', 'have', 'word', 'meta', 'their', 'definit']"
1875,"['their', 'description.']"
1876,"['largest', 'would', 'round', 'till,', 'eight', 'hundr', 'sixti', 'three', 'million', 'asset', 'under', 'manag', 'follow', 'korea,', 'samsung', 'codec', 'activ', 'manag', 'three', 'hundr', 'thirti', 'seven', 'then', 'asset', 'tiger', 'three', 'hundr', 'twenti', 'four']"
1877,"['provid', 'some', 'context,', 'both', ""samsung'"", 'onli', 'launch', 'octob', 'last', 'year']"
1878,"['they', 'were', 'realli', 'leader', 'space', 'asia']"
1879,"['both', 'samsung', 'hundr', 'million,', 'which', 'often', 'consid', 'breakeven', 'etf', 'just', 'under', 'weeks,', 'make', 'thi', 'fastest', 'grow', 'etf', 'global']"
1880,"['anoth', 'interest', 'fact', 'about', 'korea', 'that', 'they', 'have', 'eight', 'meta', 'versu', 'etf', 'with', 'asset', 'point', 'billion', 'under', 'management.']"
1881,"['eight', 'etf', 'four', 'them', 'were', 'onli', 'launch', 'decemb', 'twentieth']"
1882,"['they', 'grew', 'their', 'asset', 'veri', 'quickly,', 'most', 'thi', 'came', 'from', 'retail', 'investor']"
1883,"['region', 'korea', 'definit', 'lead']"
1884,"['they', 'have', 'most', 'etf', 'they', 'grow', 'quickest,', 'they', 'alreadi', 'have', 'point', 'billion', 'just', 'weeks,', 'largest', 'definit', 'round', 'they', 'were', 'first', 'launch.']"
1885,"['speaker', 'just', 'just', 'again,', 'clarify,', 'thank', 'thi', 'breakdown', 'rebecca', 'super', 'interest']"
1886,"['there', 'fourteen', 'etf', 'with', 'distinct', 'characterist', 'that', 'includ', 'matter', 'their', 'descriptor']"
1887,"['fourteen,', 'eight', 'from', 'korea']"
1888,"['that', 'what', 'said?']"
1889,"['speaker', 'yeah']"
1890,"['fourteen', 'eight', 'from', 'korea']"
1891,"['thi', 'realli', 'show', 'that', 'korea', 'realli', 'invest', 'into', 'space.']"
1892,"['speaker', ""that'"", 'fascinating.']"
1893,"['speaker', 'just', 'wanna', 'plug', 'into', 'thing', 'said', 'that', 'thought', 'realli', 'interest']"
1894,"['talk', 'about', 'retail', 'excit', 'around', 'etf']"
1895,"['peopl', 'that', ""aren't"", 'into', 'technic', 'etfs,', ""there'"", 'institut', 'distribution,', 'which', 'know,', 'sell', 'affluent', 'client', 'through', 'privat', 'wealth', 'hedg', 'funds,', 'know,', 'those', 'type', 'larg', 'investors,', 'pension', 'funds,', 'right,', 'buy', 'etfs,', ""there'"", 'retail,', 'which', 'just', 'manag', 'money', 'side,', 'know,', 'robinhood', 'account', 'whoever', 'might', 'do', 'that']"
1896,"['right?', 'think', 'your', 'colleague,', 'eric', 'state', 'and,', 'know,', 'talk', 'about', 'thi', 'trillion', 'podcast,', 'shout', 'trillions.']"
1897,"[""it'"", 'spotifi', 'appl', 'bloomberg', 'terminal,', 'talk', 'about', 'how,', 'like,', 'video', 'game', 'etfs,', 'meta', 'etf', 'have', 'alway', 'skew', 'heavili', 'retail', 'distribut']"
1898,"['know,', 'what..']"
1899,"[""what'"", 'your', 'thought', 'kind', 'start', 'penetr', 'institut', 'space', 'where', 'video', 'game', 'kind', 'fail']"
1900,"['speaker', 'definit', 'think', ""there'"", 'space', 'institut', 'client', 'invest', 'this,', 'especi', 'that', 'meta', 'such', 'trend', 'most', 'institut', 'client', 'they', 'have', 'global', 'portfolio', 'from', 'asset', 'alloc', 'perspective,', 'sector,', 'specif', 'focus', 'theme', 'like', 'meta', 'will', 'never', 'larg']"
1901,"[""you'll"", 'never', 'core', 'percentage,', 'could', 'anyth', 'from', 'five', 'percent', 'their', 'portfolio']"
1902,"['with', 'institut', 'money,', 'thi', 'then', 'bring', 'those', 'larg', 'trades,', 'know,', 'trade', 'more', 'than', 'million']"
1903,"['usual', 'know,', 'million', 'five,', 'ten,', 'even', 'fifti', 'million', 'depend', 'type', 'institut', 'client']"
1904,"['think', 'with', 'like', 'fidel', 'come', 'board', 'some', 'larger', 'players,', ""you'r"", 'definit', 'gonna', 'start', 'see', 'institut', 'money', 'pour']"
1905,"['question', 'onli', 'matter', 'fact', 'timing,', 'know,', 'will', 'happen', 'thi', 'year', 'will', 'happen', 'mixture?', 'think', 'everyon', 'look', 'tech', 'space,', 'kathi', 'wood', 'mention', 'thi', 'webinar', 'that', 'with', 'last', 'year', 'know,', 'technolog', 'here', 'stay']"
1906,"['question', 'adopt', 'into', 'portfolio?', 'what', 'access', 'want?', 'want', 'artifici', 'intellig', 'wanna', 'meta.']"
1907,"['everyon', 'invest', 'into', 'technolog', 'sector,', 'onli', 'question']"
1908,"['think', 'meta', 'definit', 'space', 'institut', 'client', 'just', 'matter', 'fact', 'much', 'they', 'alloc', 'percent,', 'three', 'percent', 'five', 'percent.']"
1909,"['speaker', 'what', 'extent', 'think', 'that', 'biggest', 'player', ""it's,"", 'know,', 'vanguard', 'fidel', 'black', 'cross', 'come', 'with', 'their']"
1910,"['envis', 'those', 'player', 'come', 'with', 'etf?', 'anytim', 'soon']"
1911,"['they', 'much', 'think', 'will', 'acceler', 'wider', 'adopt', 'investor', 'etf', 'relat', 'members?']"
1912,"['speaker', 'fidel', 'file', 'their', 'last', 'month', 'januari', ""they'r"", 'expect', 'launch', 'april']"
1913,"['think', 'that', 'show', 'that', ""there'"", 'clear', 'demand', 'know,', 'will', 'like', 'black', 'rock', 'vanguard', 'follow']"
1914,"['definit', 'black', 'rock', 'follow']"
1915,"['becaus', 'black', 'themselv', 'have', 'sector', 'them', 'etf']"
1916,"['instance,', 'they', 'launch', 'robot', 'etfs.']"
1917,"['sever', 'year', 'ago,', 'veri', 'quickli', 'gain', 'billion', 'asset', 'onli', 'month', 'becaus', 'their', 'distribut', 'channel', 'great']"
1918,"['think', 'that', 'everyon', 'look', 'thi', 'space', 'onc', 'they', 'file', 'launch', 'product,', ""it'"", 'onli', 'matter', 'time', 'befor', 'they', 'peopl', 'board']"
1919,"['interest', 'fact', 'when', 'first', 'trust', 'file', 'their', 'test']"
1920,"['first', 'trust', 'base', 'illinoi']"
1921,"[""they'r"", 'pure', 'retail', 'investor,', 'their', 'distribut', 'done', 'through.']"
1922,"['variou', 'asset', 'manag', 'retail', 'player']"
1923,"['were', 'discuss', 'team', 'when', 'they', 'file', 'that,', 'know,', 'there', 'must', 'clear', 'demand', 'someon', 'like', 'first', 'trust', 'do', 'thi', 'becaus', 'otherwise,', ""doesn't"", 'realli', 'make', 'sens']"
1924,"['think', 'everyon', 'realiz', 'that', 'meta', 'here', 'stay,', 'they', 'want', 'invest', 'into']"
1925,"[""that'"", 'despit', 'perform', 'etf,', 'think', 'year', 'date', 'perform', 'down', 'seventeen', 'percent']"
1926,"[""we'v"", 'still', 'seen', 'posit', 'inflow', 'into', 'thi', 'sector.']"
1927,"['even', 'though', 'perform', 'keep', 'go', 'down.']"
1928,"['speaker', 'yeah']"
1929,"[""that'"", 'someth', 'that', 'want', 'drill', 'into']"
1930,"['and,', 'know,', 'rememb', 'last', 'year,', 'were', 'talk', 'about', 'thi', 'with', 'china', 'internet', 'etf']"
1931,"['know,', 'thi', 'with']"
1932,['right?']
1933,"['china', 'internet', 'stock', 'whack']"
1934,"['inflow', 'were', 'realli', 'strong']"
1935,"[""we'v"", 'seen', 'thi', 'year', 'with', 'meta', 'etf', 'even', 'though', 'some', 'these', 'have', 'been,', 'like,', 'drop', 'thirty,', 'forti', 'percent', 'from', 'their', 'highs,', 'know,', 'stay', 'roughli', 'flat,', 'mean', 'that', ""there'"", 'been', 'strong', 'inflow']"
1936,"['given', 'and,', 'know,', 'some', 'thi', 'just', 'backdrop', 'turbul', 'with', 'broader', 'market', 'high', 'growth', 'stocks,', 'which', 'make', 'constitu', 'these', 'funds,', 'know,', 'some', 'been', 'compani', 'specif', 'perform']"
1937,"['know,', ""we'r"", 'record', 'thi', 'after', 'roadblock', 'report', 'earnings,', 'that', 'know,', 'pretti', 'spectacular', 'drop', 'stock', 'price', 'that', 'will', 'reflect', 'etfs.']"
1938,"['think', 'that', 'thi', 'diverg', 'between', 'perform', 'flow', 'continue?', 'think', 'that', 'thi', 'someth', 'that', 'perform', ""doesn't"", 'pick', 'next', 'quarter', 'that', 'gonna', 'start', 'some', 'peopl', 'kind', 'with', 'theme', 'move', 'next', 'thing.']"
1939,"['speaker', ""let'"", 'exampl', 'that,', 'mention']"
1940,['the..']
1941,"['those', 'that', ""don't"", 'know']"
1942,"['crane', 'share', 'china', 'internet']"
1943,"['perform', 'twenti', 'twenti', 'down', 'fifti', 'percent', 'fund', 'grew', 'eighti', 'percent', 'assets.']"
1944,"['begin', 'year,', 'they', 'three', 'point', 'five', 'billion']"
1945,"['year,', 'they', 'point', 'three', 'billion']"
1946,"['despit', 'perform', 'be', 'down', 'fifti', 'percent']"
1947,"['perform', 'went', 'down,', 'inflow', 'went', 'which', 'veri', 'strang', 'diverg']"
1948,"['however,', 'think', 'what', 'thi', 'show', 'that', 'investor', 'realli', 'interest', 'sector', 'long', 'haul', 'realli', 'word', 'from', 'perform', 'fun.']"
1949,"['believ', 'thi', 'happen', 'with', 'meta', 'thi', 'parallels,', 'what', ""we'v"", 'seen', 'china', 'tech']"
1950,"['look', 'year', 'date,', 'meta', 'perform', 'down', 'seventeen', 'percent,', 'inflow', 'hundr', 'sixti', 'three', 'million']"
1951,"['look', 'round', 'ball', 'from', 'time', 'that', 'facebook', 'announc', 'brand', 'med,', 'their', 'inflow', 'skyrocket', 'from', 'around', 'hundr', 'million', 'nine', 'hundr', 'fifti', 'million', 'just', 'three', 'month']"
1952,"['their', 'asset', 'grew', 'quickli', 'that', 'they', 'even', 'reduc', 'their', 'fee', 'from', 'seventi', 'five', 'basi', 'point', 'fifti', 'nine', 'basi', 'point']"
1953,"['thi', 'realli', 'show', 'that', 'investor', 'thi', 'long', 'haul', 'regardless', 'performance,', 'think', ""we'r"", 'see', 'same', 'thing', 'meta.']"
1954,"['investor', 'just', 'want', 'invest', 'into', 'space', 'regardless', 'perform', 'becaus', 'they', 'think', 'meta', 'go', 'well', 'next', 'five', 'year']"
1955,"['ultimately,', 'easi', 'them', 'access', 'meta', 'space', 'without', 'have', 'stock', 'pick', 'which', 'name', 'they', 'want.']"
1956,"['speaker', ""that'"", 'great', 'point']"
