,sentences
1831,"['mean', 'always', 'gonna', 'certain', 'kind', 'form', 'factor', 'head', 'like', 'talk', 'meta', 'headset', 'gonna', 'access', 'matter', 'exclusively', 'headset']"
1832,"['would', 'like', 'access', 'multitude', 'form', 'factor', 'device', 'platform']"
1833,"['rebecca', 'think', 'describing', 'well', 'aligned', 'sort', 'preaching']"
1834,"['also', 'talking', 'phenomenal', 'people', 'past', 'episode']"
1835,"['rebecca', 'looked', 'market', 'earlier', 'year', 'actually', 'late', 'last', 'year', 'facebook', 'changed', 'name', 'meta', 'earlier', 'quite', 'recently', 'finally', 'ticker', 'meta']"
1836,"['story', 'well', 'rounded']"
1837,"['forecasting', 'would', 'billion', 'asset', 'management', 'twenty', 'twenty']"
1838,"['many', 'people', 'thought', 'aggressive']"
1839,"['almost', 'overnight', 'know', 'think', 'kind', 'went', 'hundred', 'million', 'breached', 'billion', 'mark', 'outlined']"
1840,"['trail', 'laser', 'also', 'think', 'meta', 'next', 'five', 'year', 'three', 'five', 'year']"
1841,"['sort', 'rationale', 'behind', 'assumption']"
1842,"['provide', 'context', 'audience']"
1843,"['first', 'joined', 'bloomberg', 'intelligence', 'august', 'first', 'meta', 'piece', 'came', 'early', 'october']"
1844,"['well', 'facebook', 'said', 'going', 'brand']"
1845,"['said', 'twenty', 'twenty', 'four', 'etf', 'could', 'reach', 'eighty', 'billion', 'asset']"
1846,"['remember', 'getting', 'laughed', 'colleague', 'saying', 'least', 'factor', 'impossible']"
1847,"['twenty', 'twenty', 'asset', 'surpassed', 'billion', 'already', 'long', 'list', 'issuer', 'pipeline', 'filed', 'meta', 'launched', 'twenty', 'twenty']"
1848,"['would', 'definitely', 'facebook', 'helped', 'bring', 'meta', 'broader', 'market', 'many', 'issuer', 'including', 'fidelity', 'prose', 'share', 'global', 'first', 'trust', 'many', 'asia', 'launching', 'etf', 'related', 'meta']"
1849,"['name', 'like', 'fidelity', 'first', 'trust', 'onboard', 'mean', 'product', 'distributed', 'amongst', 'retail', 'investor', 'quickly']"
1851,"['include', 'various', 'sector', 'meta', 'entertainment', 'video', 'game', 'commerce', 'would', 'easy', 'reach', 'eighty', 'billion']"
1852,"['twenty', 'twenty', 'four']"
1853,"['instance', 'entertainment', 'already', 'five', 'billion']"
1854,"['really', 'depends', 'constitute', 'include', 'space', 'constantly', 'evolving', 'many', 'different', 'part', 'whether', 'video', 'game', 'entertainment', 'social', 'medium']"
1855,"['loop', 'group', 'etf', 'together', 'really', 'easily', 'reach', 'eighty', 'billion', 'twenty', 'twenty', 'four']"
1856,"['definitely', 'huge', 'growth', 'potential']"
1857,"['think', 'year', 'gonna', 'interesting', 'thing', 'happen', 'space']"
1858,['absolutely']
1859,"['know', 'already', 'seen', 'much', 'excitement']"
1860,"['think', 'thing', 'truly', 'interesting', 'emerging', 'meta', 'landscape', 'global', 'major']"
1861,"['know', 'talked', 'korea']"
1862,"['seen', 'etf', 'launch', 'taiwan', 'focused']"
1863,"['know', 'maybe', 'could', 'step', 'back', 'second', 'maybe', 'could', 'give', 'land', 'know', 'even', 'last', 'month', 'really', 'blossom']"
1864,"['biggest', 'asset', 'kind', 'whale', 'space', 'know', 'everyone', 'like', 'look', 'like', 'biggest', 'etf', 'always', 'tend', 'like', 'shine', 'whether', 'passive', 'active', 'term', 'region', 'kind', 'break', 'breakdown', 'seeing', 'action']"
1865,['exciting']
1866,"['meta', 'definitely', 'exploded', 'past', 'month', 'parameter']"
1867,"['look', 'word', 'meta', 'description']"
1868,"['first', 'would', 'round', 'ball', 'launched', 'june', 'twenty', 'twenty']"
1869,"['since', 'fourteen', 'launch', 'around', 'world', 'word', 'description']"
1870,"['specify', 'issuer', 'consider', 'meta', 'whether', 'video', 'game', 'tech', 'artificial', 'intelligence']"
1871,"['really', 'need', 'parameter', 'consider']"
1872,"['thousand', 'etf', 'globally', 'point', 'trillion', 'dollar', 'asset', 'management']"
1873,"['start', 'including', 'video', 'game', 'tech', 'cybersecurity', 'universe', 'get', 'much', 'larger']"
1874,"['gonna', 'stick', 'definition', 'need', 'word', 'meta', 'definition']"
1875,['description']
1876,"['largest', 'would', 'round', 'till', 'eight', 'hundred', 'sixty', 'three', 'million', 'asset', 'management', 'followed', 'korea', 'samsung', 'codecs', 'actively', 'manage', 'three', 'hundred', 'thirty', 'seven', 'asset', 'tiger', 'three', 'hundred', 'twenty', 'four']"
1877,"['provide', 'context', 'samsung', 'launched', 'october', 'last', 'year']"
1878,"['really', 'leader', 'space', 'asia']"
1879,"['samsung', 'hundred', 'million', 'often', 'considered', 'breakeven', 'etf', 'week', 'making', 'fastest', 'growing', 'etf', 'globally']"
1880,"['another', 'interesting', 'fact', 'korea', 'eight', 'meta', 'versus', 'etf', 'asset', 'point', 'billion', 'management']"
1881,"['eight', 'etf', 'four', 'launched', 'december', 'twentieth']"
1882,"['grew', 'asset', 'quickly', 'came', 'retail', 'investor']"
1883,"['region', 'korea', 'definitely', 'leading']"
1884,"['etf', 'grow', 'quickest', 'already', 'point', 'billion', 'week', 'largest', 'definitely', 'round', 'first', 'launch']"
1885,"['clarify', 'thank', 'breakdown', 'rebecca', 'super', 'interesting']"
1886,"['fourteen', 'etf', 'distinct', 'characteristic', 'includes', 'matter', 'descriptor']"
1887,"['fourteen', 'eight', 'korea']"
1888,['said']
1889,['yeah']
1890,"['fourteen', 'eight', 'korea']"
1891,"['really', 'show', 'korea', 'really', 'investing', 'space']"
1892,['fascinating']
1893,"['wanna', 'plug', 'thing', 'said', 'thought', 'really', 'interesting']"
1894,"['talked', 'retail', 'excitement', 'around', 'etf']"
1895,"['people', 'technical', 'etf', 'institutional', 'distribution', 'know', 'selling', 'affluent', 'client', 'private', 'wealth', 'hedge', 'fund', 'know', 'type', 'large', 'investor', 'pension', 'fund', 'right', 'buying', 'etf', 'retail', 'managing', 'money', 'side', 'know', 'robinhood', 'account', 'whoever', 'might']"
1896,"['right', 'think', 'colleague', 'eric', 'state', 'know', 'talked', 'trillion', 'podcast', 'shout', 'trillion']"
1897,"['spotify', 'apple', 'bloomberg', 'terminal', 'talked', 'like', 'video', 'game', 'etf', 'meta', 'etf', 'always', 'skewed', 'heavily', 'retail', 'distribution']"
1898,['know']
1899,"['thought', 'kind', 'start', 'penetrate', 'institutional', 'space', 'video', 'game', 'kind', 'failed']"
1900,"['definitely', 'think', 'space', 'institutional', 'client', 'invested', 'especially', 'meta', 'trend', 'institutional', 'client', 'global', 'portfolio', 'asset', 'allocation', 'perspective', 'sector', 'specific', 'focused', 'theme', 'like', 'meta', 'never', 'large']"
1901,"['never', 'core', 'percentage', 'could', 'anything', 'five', 'percent', 'portfolio']"
1902,"['institutional', 'money', 'brings', 'large', 'trade', 'know', 'trade', 'million']"
1903,"['usually', 'know', 'million', 'five', 'even', 'fifty', 'million', 'depending', 'type', 'institutional', 'client']"
1904,"['think', 'like', 'fidelity', 'coming', 'board', 'larger', 'player', 'definitely', 'gonna', 'start', 'seeing', 'institutional', 'money', 'pour']"
1905,"['question', 'matter', 'fact', 'timing', 'know', 'happen', 'year', 'happen', 'mixture', 'think', 'everyone', 'looking', 'tech', 'space', 'kathy', 'wood', 'mention', 'webinar', 'last', 'year', 'know', 'technology', 'stay']"
1906,"['question', 'adopt', 'portfolio', 'access', 'want', 'want', 'artificial', 'intelligence', 'wanna', 'meta']"
1907,"['everyone', 'investing', 'technology', 'sector', 'question']"
1908,"['think', 'meta', 'definitely', 'space', 'institutional', 'client', 'matter', 'fact', 'much', 'allocate', 'percent', 'three', 'percent', 'five', 'percent']"
1909,"['extent', 'think', 'biggest', 'player', 'know', 'vanguard', 'fidelity', 'black', 'cross', 'coming']"
1910,"['envision', 'player', 'coming', 'anytime', 'soon']"
1911,"['much', 'think', 'accelerate', 'wider', 'adoption', 'investor', 'etf', 'related', 'member']"
1912,"['fidelity', 'filed', 'last', 'month', 'january', 'expected', 'launch', 'april']"
1913,"['think', 'show', 'clear', 'demand', 'know', 'like', 'black', 'rock', 'vanguard', 'follow']"
1914,"['definitely', 'black', 'rock', 'following']"
1915,"['black', 'sector', 'etf']"
1916,"['instance', 'launched', 'robotic', 'etf']"
1917,"['several', 'year', 'quickly', 'gained', 'billion', 'asset', 'month', 'distribution', 'channel', 'great']"
1918,"['think', 'everyone', 'looking', 'space', 'file', 'launch', 'product', 'matter', 'time', 'people', 'board']"
1919,"['interesting', 'fact', 'first', 'trust', 'filed', 'test']"
1920,"['first', 'trust', 'based', 'illinois']"
1921,"['purely', 'retail', 'investor', 'distribution', 'done']"
1922,"['various', 'asset', 'manager', 'retail', 'player']"
1923,"['discussing', 'team', 'filed', 'know', 'must', 'clear', 'demand', 'someone', 'like', 'first', 'trust', 'otherwise', 'really', 'make', 'sense']"
1924,"['think', 'everyone', 'realized', 'meta', 'stay', 'want', 'invested']"
1925,"['despite', 'performance', 'think', 'year', 'date', 'performance', 'seventeen', 'percent']"
1926,"['still', 'seen', 'positive', 'inflow', 'sector']"
1927,"['even', 'though', 'performance', 'keep', 'going']"
1928,['yeah']
1929,"['something', 'wanted', 'drill']"
1930,"['know', 'remember', 'last', 'year', 'talking', 'china', 'internet', 'etf']"
1931,['know']
1932,['right']
1933,"['china', 'internet', 'stock', 'whacked']"
1934,"['inflow', 'really', 'strong']"
1935,"['seen', 'year', 'meta', 'etf', 'even', 'though', 'like', 'dropping', 'thirty', 'forty', 'percent', 'high', 'know', 'stayed', 'roughly', 'flat', 'meaning', 'strong', 'inflow']"
1936,"['given', 'know', 'backdrop', 'turbulence', 'broader', 'market', 'high', 'growth', 'stock', 'make', 'constituent', 'fund', 'know', 'company', 'specific', 'performance']"
1937,"['know', 'recording', 'roadblock', 'reported', 'earnings', 'know', 'pretty', 'spectacular', 'drop', 'stock', 'price', 'reflect', 'etf']"
1938,"['think', 'divergence', 'performance', 'flow', 'continue', 'think', 'something', 'performance', 'pick', 'next', 'quarter', 'gonna', 'start', 'people', 'kind', 'theme', 'move', 'next', 'thing']"
1939,"['example', 'mentioned']"
1941,['know']
1942,"['crane', 'share', 'china', 'internet']"
1943,"['performance', 'twenty', 'twenty', 'fifty', 'percent', 'fund', 'grew', 'eighty', 'percent', 'asset']"
1944,"['beginning', 'year', 'three', 'point', 'five', 'billion']"
1945,"['year', 'point', 'three', 'billion']"
1946,"['despite', 'performance', 'fifty', 'percent']"
1947,"['performance', 'went', 'inflow', 'went', 'strange', 'divergence']"
1948,"['however', 'think', 'show', 'investor', 'really', 'interested', 'sector', 'long', 'haul', 'really', 'word', 'performance']"
1949,"['believe', 'happening', 'meta', 'parallel', 'seen', 'china', 'tech']"
1950,"['look', 'year', 'date', 'meta', 'performance', 'seventeen', 'percent', 'inflow', 'hundred', 'sixty', 'three', 'million']"
1951,"['looking', 'round', 'ball', 'time', 'facebook', 'announced', 'brand', 'inflow', 'skyrocketed', 'around', 'hundred', 'million', 'nine', 'hundred', 'fifty', 'million', 'three', 'month']"
1952,"['asset', 'grew', 'quickly', 'even', 'reduced', 'fee', 'seventy', 'five', 'basis', 'point', 'fifty', 'nine', 'basis', 'point']"
1953,"['really', 'show', 'investor', 'long', 'haul', 'regardless', 'performance', 'think', 'seeing', 'thing', 'meta']"
1954,"['investor', 'want', 'invest', 'space', 'regardless', 'performance', 'think', 'meta', 'going', 'well', 'next', 'five', 'year']"
1955,"['ultimately', 'easy', 'access', 'meta', 'space', 'without', 'stock', 'pick', 'name', 'want']"
1956,"['great', 'point']"
1957,"['think', 'particularly', 'retail', 'investor']"
1958,"['right', 'talked', 'eric', 'trillion', 'know', 'core', 'portfolio', 'passive']"
1959,['right']
1960,"['whatever', 'passive', 'core', 'portfolio', 'want']"
1961,"['supplement', 'active', 'exposure']"
1962,"['right', 'know', 'think', 'thinking', 'sort', 'thing', 'make', 'ton', 'sense', 'longer', 'term', 'view']"
1963,"['mean', 'come', 'podcast', 'neither', 'believe', 'gonna']"
1964,"['know', 'gonna', 'experiencing', 'true', 'form', 'next', 'year']"
1965,"['know', 'decade']"
1966,"['wanna', 'riding', 'wave', 'writing', 'investment', 'along']"
1967,"['totally', 'think', 'said', 'aligns', 'fundamental', 'view', 'market']"
1968,"['rebecca', 'look', 'sort', 'landscape', 'clear', 'meta', 'etf', 'taking', 'different', 'flavor', 'look', 'con', 'constituent', 'font', 'seeing', 'similarity', 'difference', 'think', 'really', 'interesting', 'going', 'believe', 'audience', 'really', 'understand', 'talk', 'fourteen', 'etf', 'already', 'coming', 'apple', 'apple']"
1969,"['difference', 'among']"
1970,"['would', 'great', 'kinda', 'break', 'similarity', 'difference', 'among', 'etf', 'existence', 'already']"
1971,"['stand', 'strongly', 'representing', 'quote', 'unquote', 'true', 'alpha', 'potentially', 'look', 'like', 'trying', 'ride', 'hype', 'cycle', 'flavor']"
1972,"['etf', 'always', 'advise', 'investor', 'really', 'need', 'look', 'hood']"
1973,"['index', 'methodology']"
1974,"['instance', 'round', 'tailed', 'ball', 'custom', 'ball', 'meta', 'versus', 'index', 'comprised', 'expert', 'counsel', 'map', 'way', 'company', 'seven', 'different', 'category']"
1975,"['instance', 'factor', 'computing', 'power', 'power', 'used', 'support', 'meta', 'virtual', 'platform', 'payment', 'networking', 'interchange', 'standard', 'tool', 'protocol', 'service', 'operating', 'meta', 'hardware', 'content']"
1976,"['korea', 'instance', 'range', 'company', 'tech', 'space', 'cell', 'phone', 'park', 'provider', 'computer', 'game', 'newspaper', 'company', 'also', 'manufacture', 'leather', 'garment', 'content', 'tree', 'corp', 'etf', 'diligence', 'crucial', 'wanna', 'know', 'index', 'track', 'also', 'replication', 'method', 'fee', 'really', 'need', 'look', 'total', 'cost', 'ownership', 'name']"
1977,"['oftentimes', 'issuer', 'coming']"
1978,"['like', 'writing', 'better', 'include', 'etf']"
1979,"['etf', 'could', 'anything', 'text', 'base', 'artificial', 'intelligence', 'cybersecurity', 'video', 'game']"
1980,"['investor', 'know', 'invest', 'really', 'need', 'diligence', 'thousand', 'etf', 'globally']"
1981,"['say', 'meta', 'truly', 'meta']"
1982,"['think', 'know', 'matthew', 'done', 'really', 'good', 'finding', 'meta', 'index', 'bloomberg', 'index']"
1983,"['really', 'need', 'deal', 'diligence', 'seeing', 'product', 'really']"
1984,['shout']
1985,"['bloomberg', 'index', 'bloomberg', 'professional', 'subscriber', 'meta', 'index', 'terminal']"
1986,"['thanks', 'rebecca']"
1987,"['full', 'marketing', 'pitch', 'know', 'going', 'marketing', 'pitch', 'episode']"
1989,"['know', 'happens', 'know', 'colleague', 'together']"
1990,"['support', 'product', 'building']"
1991,"['maybe', 'could', 'tell', 'little']"
1992,"['mean', 'happy']"
1993,"['mean', 'know', 'index', 'know', 'issuer', 'interested', 'licensing', 'feel', 'free', 'reach', 'rebecca', 'anyone', 'index', 'product', 'team', 'know', 'built', 'basket', 'company', 'really', 'think', 'know', 'driving', 'really', 'enabler', 'driver', 'building', 'universe', 'long', 'term', 'vision']"
1994,"['really', 'fuel', 'vision', 'creating', 'basket', 'company', 'leveraged', 'investment', 'cycle']"
1995,"['index', 'team', 'taken', 'created', 'bloomberg', 'medi', 'first', 'index', 'know', 'already', 'available']"
1996,"['know', 'obviously', 'whole', 'index', 'team', 'know', 'open', 'know', 'vanilla', 'play', 'option', 'also', 'know', 'customizable', 'option']"
1997,"['definitely', 'reach', 'know', 'work', 'really', 'cool', 'product']"
1998,"['think', 'know', 'thing', 'mentioned', 'wanted', 'dive', 'know', 'mentioned', 'regard', 'round', 'ball', 'meta', 'fee']"
1999,"['know', 'started']"
2000,"['believe', 'seventy', 'five', 'basis', 'point', 'third', 'recently']"
2001,"['look', 'broader', 'landscape']"
2002,"['know', 'passive', 'phenomenon', 'like', 'race', 'zero']"
2003,['right']
2004,"['know', 'quickly', 'became', 'race', 'zero', 'passive', 'world']"
2005,"['look', 'active', 'look', 'meta', 'cutting', 'fee', 'give', 'caution', 'know', 'issue', 'term', 'okay']"
2006,"['everyone', 'getting', 'pool', 'fidelity']"
2007,"['ever', 'everyone', 'jumping', 'concerned', 'know', 'niche', 'issuer', 'gonna', 'start', 'pressure']"
2008,"['think', 'look', 'fourteen', 'etf', 'currently', 'meta', 'part', 'definition']"
2009,"['median', 'expect', 'expense', 'ratio', 'across', 'fourteen', 'currently', 'fifty', 'basis', 'point']"
2010,"['really', 'considered', 'high', 'standard']"
2011,"['cheapest', 'currently', 'fifteen', 'basis', 'point', 'evolve', 'canada', 'expensive', 'percent', 'coupon', 'selective', 'taiwan']"
2012,"['definitely', 'room', 'move', 'fee', 'interesting', 'thing', 'note', 'asia', 'fee', 'generally', 'matter', 'much']"
2013,"['fee', 'usually', 'much', 'higher', 'asia', 'need', 'retro', 'fee', 'rebate']"
2014,['issuer']
2015,"['distribution', 'channel', 'people', 'fee']"
2016,"['fee', 'come', 'retro', 'session', 'fee', 'rebate', 'distribution', 'channel']"
2017,"['think', 'fee', 'matter', 'much', 'asian', 'investor']"
2018,"['really', 'depends', 'listed', 'global', 'product', 'investor', 'asia', 'instance', 'really', 'look', 'feed']"
2019,"['look', 'branding', 'product', 'interested', 'option']"
2020,"['look', 'etf', 'globally', 'market', 'usually', 'account', 'sixty', 'seventy', 'percent', 'market', 'share', 'term', 'asset', 'management']"
2021,"['asia', 'pacific', 'percent', 'total', 'market', 'share']"
2022,"['asian', 'investor', 'consider', 'gonna', 'different', 'investor', 'europe', 'consider']"
2024,"['think', 'product', 'issuer', 'looking', 'launch', 'product', 'need', 'know', 'targeting', 'method', 'want', 'region', 'different']"
2025,"['think', 'fee', 'come', 'certain', 'region', 'like', 'instance', 'hong', 'call']"
2026,"['average', 'ninety', 'basis', 'point', 'super', 'successful', 'reduce', 'fee']"
2027,"['product', 'would', 'excess', 'hustle', 'product', 'competition', 'would', 'drive', 'le', 'know', 'even', 'zero', 'basis', 'point']"
2028,"['look', 'instance', 'fidelity', 'wanted', 'market']"
2029,"['launched', 'etf', 'zero', 'management', 'fee', 'simply', 'wanted', 'asset']"
2030,"['definitely', 'think', 'fee', 'come', 'depends', 'region', 'product', 'launching']"
2031,"['much', 'momentum', 'twenty', 'twenty']"
2032,"['rebecca', 'know', 'course', 'meta', 'facebook', 'getting', 'ticker', 'meta', 'meta', 'previous', 'meta', 'meta', 'ball', 'index', 'continuing', 'grow']"
2033,"['etf', 'coming', 'talked', 'fidelity', 'coming']"
2034,"['know', 'bloomberg', 'index', 'likely', 'bring', 'etf', 'based', 'index']"
2035,"['kind', 'highlight', 'project', 'twenty', 'twenty', 'come']"
2036,"['come', 'player', 'think', 'going', 'shape', 'year', 'broadly', 'think', 'wider', 'economic', 'landscape', 'decline', 'decrease', 'tech', 'stock', 'last', 'month', 'half', 'shape', 'conversation', 'remainder', 'year']"
2037,"['think', 'product', 'perspective', 'currently', 'fourteen']"
2038,"['pure', 'etf', 'point', 'billion', 'asset', 'management']"
2039,"['year', 'could', 'easily', 'double']"
2040,"['thirty', 'pure', 'meta', 'etf', 'five', 'billion', 'asset']"
2041,"['think', 'gonna', 'start', 'seeing', 'interesting', 'product']"
2042,"['instance', 'leverage', 'inverse']"
2043,"['meta', 'etf', 'coming']"
2044,"['also', 'expect', 'sector', 'merge']"
2045,"['instance', 'social', 'medium', 'gaming', 'commerce']"
2046,"['etf', 'considered', 'rebranding', 'meta', 'etf']"
2047,"['already', 'talk', 'amongst', 'video', 'game', 'issuer', 'like', 'know', 'instead', 'calling']"
2048,"['game', 'call', 'meta', 'instance']"
2049,"['think', 'gonna', 'definitely', 'asset', 'grow', 'product', 'launched']"
2050,"['think', 'mentioned', 'beginning']"
2051,"['look', 'meta', 'know', 'trend']"
2052,"['combination', 'shared', 'virtual', 'space', 'commerce', 'video', 'game', 'social', 'medium', 'think', 'etf', 'going', 'replicate']"
2053,"['could', 'potentially', 'synergy', 'amongst', 'etf']"
2054,['yeah']
2055,"['interesting', 'point', 'mentioned', 'know', 'talking', 'time', 'know', 'different', 'people', 'know', 'back', 'thousand', 'started', 'technology', 'company', 'internet', 'company']"
2056,"['right', 'like', 'started', 'company', 'thousand', 'know', 'mobile', 'company']"
2057,"['think', 'think', 'gonna', 'move', 'trend', 'company', 'gonna', 'start', 'calling', 'adverse', 'company']"
2058,"['mean', 'super', 'social', 'defined', 'super', 'social', 'last', 'twenty', 'month', 'since', 'started', 'company']"
2059,"['think', 'many', 'company', 'referred', 'adverse', 'company', 'think', 'gonna', 'least', 'kind', 'projection', 'might', 'start', 'seeing', 'many', 'etf', 'said', 'launching', 'meta', 'retrofit']"
2060,"['included', 'meta', 'quote', 'unquote', 'technology', 'product', 'service', 'likely', 'going', 'grow', 'beyond', 'consumer', 'industrial', 'application', 'enterprise', 'application']"
2061,"['obviously', 'fantastic', 'conversation', 'recently', 'live', 'soon', 'know', 'omni', 'simulation', 'nvidia']"
2062,"['know', 'much', 'bigger', 'bunch', 'entity', 'game', 'roblox']"
2063,"['talking', 'across', 'board', 'shift', 'paradigm', 'shift']"
2064,"['world', 'technology', 'mean', 'build', 'next', 'generation', 'application']"
2065,"['think', 'saying', 'totally', 'realistic', 'expert', 'point', 'view']"
2066,"['would', 'would', 'personally', 'surprised', 'twenty', 'twenty', 'double', 'amount', 'etf', 'available', 'market', 'double', 'value', 'asset', 'management']"
2067,"['matthew', 'think']"
2068,"['think', 'everything', 'said', 'gonna', 'jump', 'mention', 'know', 'nvidia']"
2069,"['glad', 'thinking', 'exact', 'thing', 'know', 'rebecca', 'head', 'right']"
2070,"['seeing', 'meta', 'emerge', 'gaming', 'sector']"
2071,"['know', 'mark', 'petite', 'saying']"
2072,['right']
2073,"['spoke', 'early', 'podcast', 'know', 'real', 'time', 'three', 'kind', 'core', 'technology', 'gaming', 'company', 'experience', 'using']"
2074,"['clearly', 'make', 'sense', 'meta', 'emerging', 'gaming', 'sector']"
2075,"['going', 'forward', 'know', 'perm', 'sector', 'gonna', 'takeoff', 'way', 'even', 'imagine']"
2076,['mean']
2077,['getting']
2078,"['like', 'would', 'asked', 'someone', 'look']"
2079,['know']
2080,"['would', 'showed', 'instagram', 'twenty', 'year', 'would', 'said', 'heck', 'thing']"
2081,"['like', 'could', 'never', 'imagine', 'ever', 'thing', 'look', 'ahead', 'look', 'know', 'possibility', 'pretty', 'much', 'endless', 'revolutionize', 'mentioned', 'commerce', 'industrial', 'know', 'every', 'every', 'single', 'aspect', 'economy']"
2082,"['matt', 'ball', 'kind', 'alluding']"
2083,"['great', 'bloomberg', 'interview', 'quoting', 'jensen', 'huang', 'nvidia']"
2084,"['basically', 'saying', 'know', 'even', 'internet', 'today', 'digital', 'economy', 'still', 'slice', 'global']"
2085,"['meta', 'next', 'step', 'really', 'bring', 'thing', 'still', 'brick', 'mortar', 'thing', 'still', 'physical', 'good', 'digital', 'world', 'increase', 'digital', 'share', 'global', 'north', 'eighty', 'trillion', 'possibly', 'ninety', 'trillion', 'dollar']"
2086,"['know', 'clearly', 'opportunity', 'insanely', 'large', 'start', 'realize', 'different', 'application', 'technology']"
2087,"['food', 'thought']"
2088,"['right', 'matthew']"
2089,"['done', 'great', 'last', 'year', 'bloomberg', 'gone', 'kind', 'laying', 'potential', 'total', 'addressable', 'market', 'next', 'several', 'year']"
2090,"['think', 'something', 'around', 'eight', 'hundred', 'billion', 'dollar', 'market', 'size']"
2091,"['right', 'think', 'market', 'size', 'total', 'addressable', 'market', 'slightly', 'differently', 'know', 'figure', 'afterwards', 'economic', 'value']"
2092,"['roughly', 'eight', 'billion', 'people', 'around', 'world']"
2093,"['assume', 'meta', 'going', 'something', 'access', 'internet', 'connection', 'pretty', 'powerful', 'consumer', 'device']"
2094,['right']
2095,"['country', 'gonna', 'mobile', 'phone', 'game', 'console', 'autonomous', 'vehicle', 'space', 'cheap', 'know']"
2096,"['right', 'assume', 'almost', 'billion', 'billion', 'people', 'around', 'world']"
2097,"['assume', 'meta', 'next', 'half', 'decade', 'decade']"
2098,"['gonna', 'five', 'billion', 'people', 'accessing', 'meta', 'experience', 'meta', 'application']"
2099,"['beautiful', 'thing']"
2100,"['think', 'meta', 'going', 'large', 'extent', 'experience', 'avatar', 'gonna', 'avatar']"
2101,"['right', 'jonathan', 'gonna']"
2102,"['already', 'planning']"
2103,"['designing', 'identity', 'every']"
2104,"['gonna', 'multiple', 'identity']"
2105,"['might', 'five', 'different', 'avatar', 'live', 'exist', 'interact']"
2106,"['think', 'total', 'addressable', 'market', 'number', 'user', 'think', 'meta', 'could', 'potentially', 'hundred', 'billion', 'personality', 'live', 'interact', 'engage', 'consume']"
2107,['gonna']
2108,"['gonna', 'want', 'take', 'care', 'avatar']"
2109,"['gonna', 'wanna', 'give', 'appearance']"
2110,"['gonna', 'wanna', 'send', 'learn', 'play', 'concert', 'meta', 'play', 'sport']"
2111,"['think', 'assume', 'meta', 'hundred', 'billion', 'constituent', 'user', 'matter', 'could', 'likely', 'size', 'economy', 'trillion']"
2112,"['think', 'crazy', 'assume']"
2113,"['subscribe', 'world', 'human', 'going', 'live', 'universe', 'real', 'people', 'also', 'multiple', 'identity', 'manifested', 'avatar']"
2114,['love']
2115,"['love', 'idea', 'know', 'back', 'know', 'hundred', 'billion', 'need', 'invest']"
2117,"['maybe', 'gonna', 'recognize', 'interesting']"
2118,"['thought', 'another']"
2119,"['etf', 'look', 'like', 'meta']"
2120,"['fantastic', 'stick', 'conversation', 'rebecca']"
2121,"['thank', 'much', 'joining', 'rainy', 'cloudy', 'gross', 'cold', 'morning', 'hong', 'kong']"
2122,"['last', 'thought']"
2123,"['definitely', 'comment', 'jonas', 'multiple', 'avatar', 'really', 'show', 'meta', 'endless', 'possibility']"
2124,"['like', 'everyone', 'podcast', 'said', 'know', 'really', 'know', 'goal', 'look', 'like', 'five', 'year']"
2125,"['definitely', 'room', 'growth', 'many', 'option']"
2126,"['think', 'look', 'space']"
2127,"['look', 'issuer']"
2128,"['everyone', 'still', 'trying', 'figure', 'know', 'meta', 'issuer', 'know', 'using', 'custom', 'index', 'fidelity', 'launching', 'fidelity', 'meta', 'index']"
2129,"['definitely', 'room', 'growth', 'also', 'room', 'synergy', 'potential', 'merges', 'know', 'combining', 'etf']"
2130,"['definitely', 'interesting', 'happen', 'certain', 'issuer', 'niche', 'product', 'combining', 'video', 'game', 'commerce']"
2131,"['etf', 'calling', 'meta', 'asset', 'grow', 'even', 'faster']"
2132,"['happens', 'know', 'easily', 'reach', 'eighty', 'billion', 'twenty', 'twenty', 'four']"
2133,"['thank', 'much']"
2134,"['great', 'point']"
2135,['welcome']
2136,['great']
2137,"['great', 'point', 'another', 'thought']"
2138,['right']
2139,"['like', 'crazy', 'assume', 'might', 'consumer', 'brand', 'rapidly', 'adopt', 'meta', 'frontier', 'want', 'operate']"
2140,"['extensively', 'example', 'company', 'like', 'nike', 'acquired', 'studio', 'named', 'artifact']"
2141,"['crazy', 'assume', 'brand', 'consumer', 'brand', 'company', 'could', 'actually', 'part', 'meta']"
2142,['etf']
2143,"['think', 'fetched', 'concept', 'next', 'know', 'even', 'eighteen', 'twenty', 'four', 'month']"
2144,"['would', 'also', 'increase', 'could', 'actually', 'include', 'go', 'beyond', 'technology']"
2145,"['everything', 'technology', 'every', 'company', 'essentially', 'technology', 'company']"
2146,['every']
2147,"['meta', 'next', 'technology', 'company', 'today', 'part', 'meta', 'could', 'actually', 'part', 'etf', 'etf', 'sort', 'subset', 'etf', 'popping']"
2148,"['think', 'brings', 'interesting', 'point', 'like', 'meta', 'really', 'defined', 'instance', 'hypothetically', 'start', 'involving', 'crypto', 'entity', 'blockchain', 'technology']"
2149,"['instance', 'crypto', 'difficulty', 'moment', 'trying', 'approval', 'physical', 'bitcoin', 'crypto', 'fall', 'meta', 'might', 'different', 'classification']"
2150,"['really', 'grow', 'endless', 'possibility']"
2151,"['possibility', 'right', 'send', 'meta']"
2153,"['think', 'wrap']"
