,sentences
2035,"['k', 'i', 'n', 'd', ' ', 'h', 'i', 'g', 'h', 'l', 'i', 'g', 'h', 't', 's', ' ', 'p', 'r', 'o', 'j', 'e', 'c', 't', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 'c', 'o', 'm', 'e', 's']"
2036,"['c', 'o', 'm', 'e', 's', ' ', 'p', 'l', 'a', 'y', 'e', 'r', 's', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 's', 'h', 'a', 'p', 'e', ' ', 'y', 'e', 'a', 'r', ' ', 'b', 'r', 'o', 'a', 'd', 'l', 'y', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'w', 'i', 'd', 'e', 'r', ' ', 'e', 'c', 'o', 'n', 'o', 'm', 'i', 'c', ' ', 'l', 'a', 'n', 'd', 's', 'c', 'a', 'p', 'e', ' ', 'd', 'e', 'c', 'l', 'i', 'n', 'e', ' ', 'd', 'e', 'c', 'r', 'e', 'a', 's', 'e', ' ', 't', 'e', 'c', 'h', ' ', 's', 't', 'o', 'c', 'k', 's', ' ', 'l', 'a', 's', 't', ' ', 'm', 'o', 'n', 't', 'h', ' ', 'h', 'a', 'l', 'f', ' ', 's', 'h', 'a', 'p', 'e', ' ', 'c', 'o', 'n', 'v', 'e', 'r', 's', 'a', 't', 'i', 'o', 'n', ' ', 'r', 'e', 'm', 'a', 'i', 'n', 'd', 'e', 'r', ' ', 'y', 'e', 'a', 'r']"
2037,"['t', 'h', 'i', 'n', 'k', ' ', 'p', 'r', 'o', 'd', 'u', 'c', 't', ' ', 'p', 'e', 'r', 's', 'p', 'e', 'c', 't', 'i', 'v', 'e', ' ', 'c', 'u', 'r', 'r', 'e', 'n', 't', 'l', 'y', ' ', 'f', 'o', 'u', 'r', 't', 'e', 'e', 'n']"
2038,"['p', 'u', 'r', 'e', ' ', 'e', 't', 'f', 's', ' ', 'p', 'o', 'i', 'n', 't', ' ', 'b', 'i', 'l', 'l', 'i', 'o', 'n', ' ', 'a', 's', 's', 'e', 't', 's', ' ', 'm', 'a', 'n', 'a', 'g', 'e', 'm', 'e', 'n', 't']"
2039,"['y', 'e', 'a', 'r', ' ', 'c', 'o', 'u', 'l', 'd', ' ', 'e', 'a', 's', 'i', 'l', 'y', ' ', 'd', 'o', 'u', 'b', 'l', 'e']"
2040,"['t', 'h', 'i', 'r', 't', 'y', ' ', 'p', 'u', 'r', 'e', ' ', 'm', 'e', 't', 'a', ' ', 'e', 't', 'f', 's', ' ', 'f', 'i', 'v', 'e', ' ', 'b', 'i', 'l', 'l', 'i', 'o', 'n', ' ', 'a', 's', 's', 'e', 't', 's']"
2041,"['t', 'h', 'i', 'n', 'k', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 's', 't', 'a', 'r', 't', ' ', 's', 'e', 'e', 'i', 'n', 'g', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', 'i', 'n', 'g', ' ', 'p', 'r', 'o', 'd', 'u', 'c', 't', 's']"
2042,"['i', 'n', 's', 't', 'a', 'n', 'c', 'e', ' ', 'l', 'e', 'v', 'e', 'r', 'a', 'g', 'e', ' ', 'i', 'n', 'v', 'e', 'r', 's', 'e']"
2043,"['m', 'e', 't', 'a', ' ', 'e', 't', 'f', 's', ' ', 'c', 'o', 'm', 'i', 'n', 'g']"
2044,"['a', 'l', 's', 'o', ' ', 'e', 'x', 'p', 'e', 'c', 't', ' ', 's', 'e', 'c', 't', 'o', 'r', 's', ' ', 'm', 'e', 'r', 'g', 'e']"
2045,"['i', 'n', 's', 't', 'a', 'n', 'c', 'e', ' ', 's', 'o', 'c', 'i', 'a', 'l', ' ', 'm', 'e', 'd', 'i', 'a', ' ', 'g', 'a', 'm', 'i', 'n', 'g', ' ', 'c', 'o', 'm', 'm', 'e', 'r', 'c', 'e']"
2046,"['e', 't', 'f', 's', ' ', 'c', 'o', 'n', 's', 'i', 'd', 'e', 'r', 'e', 'd', ' ', 'r', 'e', 'b', 'r', 'a', 'n', 'd', 'i', 'n', 'g', ' ', 'm', 'e', 't', 'a', ' ', 'e', 't', 'f', 's']"
2047,"['a', 'l', 'r', 'e', 'a', 'd', 'y', ' ', 't', 'a', 'l', 'k', 's', ' ', 'a', 'm', 'o', 'n', 'g', 's', 't', ' ', 'v', 'i', 'd', 'e', 'o', ' ', 'g', 'a', 'm', 'e', 's', ' ', 'i', 's', 's', 'u', 'e', 'r', 's', ' ', 'l', 'i', 'k', 'e', ' ', 'k', 'n', 'o', 'w', ' ', 'i', 'n', 's', 't', 'e', 'a', 'd', ' ', 'c', 'a', 'l', 'l', 'i', 'n', 'g']"
2048,"['g', 'a', 'm', 'e', ' ', 'c', 'a', 'l', 'l', ' ', 'm', 'e', 't', 'a', ' ', 'i', 'n', 's', 't', 'a', 'n', 'c', 'e']"
2049,"['t', 'h', 'i', 'n', 'k', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 'd', 'e', 'f', 'i', 'n', 'i', 't', 'e', 'l', 'y', ' ', 'a', 's', 's', 'e', 't', ' ', 'g', 'r', 'o', 'w', ' ', 'p', 'r', 'o', 'd', 'u', 'c', 't', 's', ' ', 'l', 'a', 'u', 'n', 'c', 'h', 'e', 'd']"
2050,"['t', 'h', 'i', 'n', 'k', ' ', 'm', 'e', 'n', 't', 'i', 'o', 'n', 'e', 'd', ' ', 'b', 'e', 'g', 'i', 'n', 'n', 'i', 'n', 'g']"
2051,"['l', 'o', 'o', 'k', ' ', 'm', 'e', 't', 'a', ' ', 'k', 'n', 'o', 'w', ' ', 't', 'r', 'e', 'n', 'd']"
2052,"['c', 'o', 'm', 'b', 'i', 'n', 'a', 't', 'i', 'o', 'n', ' ', 's', 'h', 'a', 'r', 'e', 'd', ' ', 'v', 'i', 'r', 't', 'u', 'a', 'l', ' ', 's', 'p', 'a', 'c', 'e', ' ', 'c', 'o', 'm', 'm', 'e', 'r', 'c', 'e', ' ', 'v', 'i', 'd', 'e', 'o', ' ', 'g', 'a', 'm', 'e', 's', ' ', 's', 'o', 'c', 'i', 'a', 'l', ' ', 'm', 'e', 'd', 'i', 'a', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'e', 't', 'f', 's', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 'r', 'e', 'p', 'l', 'i', 'c', 'a', 't', 'e']"
2053,"['c', 'o', 'u', 'l', 'd', ' ', 'p', 'o', 't', 'e', 'n', 't', 'i', 'a', 'l', 'l', 'y', ' ', 's', 'y', 'n', 'e', 'r', 'g', 'i', 'e', 's', ' ', 'a', 'm', 'o', 'n', 'g', 's', 't', ' ', 'e', 't', 'f', 's']"
2054,"['y', 'e', 'a', 'h']"
2055,"['i', 'n', 't', 'e', 'r', 'e', 's', 't', 'i', 'n', 'g', ' ', 'p', 'o', 'i', 'n', 't', ' ', 'm', 'e', 'n', 't', 'i', 'o', 'n', 'e', 'd', ' ', 'k', 'n', 'o', 'w', ' ', 't', 'a', 'l', 'k', 'i', 'n', 'g', ' ', 't', 'i', 'm', 'e', 's', ' ', 'k', 'n', 'o', 'w', ' ', 'd', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'k', 'n', 'o', 'w', ' ', 'b', 'a', 'c', 'k', ' ', 't', 'h', 'o', 'u', 's', 'a', 'n', 'd', ' ', 's', 't', 'a', 'r', 't', 'e', 'd', ' ', 't', 'e', 'c', 'h', 'n', 'o', 'l', 'o', 'g', 'y', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'y', ' ', 'i', 'n', 't', 'e', 'r', 'n', 'e', 't', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'y']"
2056,"['r', 'i', 'g', 'h', 't', ' ', 'l', 'i', 'k', 'e', ' ', 's', 't', 'a', 'r', 't', 'e', 'd', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'y', ' ', 't', 'h', 'o', 'u', 's', 'a', 'n', 'd', ' ', 'k', 'n', 'o', 'w', ' ', 'm', 'o', 'b', 'i', 'l', 'e', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'y']"
2057,"['t', 'h', 'i', 'n', 'k', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 'm', 'o', 'v', 'e', ' ', 't', 'r', 'e', 'n', 'd', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'i', 'e', 's', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 's', 't', 'a', 'r', 't', ' ', 'c', 'a', 'l', 'l', 'i', 'n', 'g', ' ', 'a', 'd', 'v', 'e', 'r', 's', 'e', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'y']"
2058,"['m', 'e', 'a', 'n', ' ', 's', 'u', 'p', 'e', 'r', ' ', 's', 'o', 'c', 'i', 'a', 'l', ' ', 'd', 'e', 'f', 'i', 'n', 'e', 'd', ' ', 's', 'u', 'p', 'e', 'r', ' ', 's', 'o', 'c', 'i', 'a', 'l', ' ', 'l', 'a', 's', 't', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 'm', 'o', 'n', 't', 'h', 's', ' ', 's', 'i', 'n', 'c', 'e', ' ', 's', 't', 'a', 'r', 't', 'e', 'd', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'y']"
2059,"['t', 'h', 'i', 'n', 'k', ' ', 'm', 'a', 'n', 'y', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'i', 'e', 's', ' ', 'r', 'e', 'f', 'e', 'r', 'r', 'e', 'd', ' ', 'a', 'd', 'v', 'e', 'r', 's', 'e', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'y', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 'l', 'e', 'a', 's', 't', ' ', 'k', 'i', 'n', 'd', ' ', 'p', 'r', 'o', 'j', 'e', 'c', 't', 'i', 'o', 'n', ' ', 'm', 'i', 'g', 'h', 't', ' ', 's', 't', 'a', 'r', 't', ' ', 's', 'e', 'e', 'i', 'n', 'g', ' ', 'm', 'a', 'n', 'y', ' ', 'e', 't', 'f', 's', ' ', 's', 'a', 'i', 'd', ' ', 'l', 'a', 'u', 'n', 'c', 'h', 'i', 'n', 'g', ' ', 'm', 'e', 't', 'a', ' ', 'r', 'e', 't', 'r', 'o', 'f', 'i', 't']"
2060,"['i', 'n', 'c', 'l', 'u', 'd', 'e', 'd', ' ', 'm', 'e', 't', 'a', ' ', 'q', 'u', 'o', 't', 'e', ' ', 'u', 'n', 'q', 'u', 'o', 't', 'e', ' ', 't', 'e', 'c', 'h', 'n', 'o', 'l', 'o', 'g', 'i', 'e', 's', ' ', 'p', 'r', 'o', 'd', 'u', 'c', 't', ' ', 's', 'e', 'r', 'v', 'i', 'c', 'e', 's', ' ', 'l', 'i', 'k', 'e', 'l', 'y', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 'g', 'r', 'o', 'w', ' ', 'b', 'e', 'y', 'o', 'n', 'd', ' ', 'c', 'o', 'n', 's', 'u', 'm', 'e', 'r', ' ', 'i', 'n', 'd', 'u', 's', 't', 'r', 'i', 'a', 'l', ' ', 'a', 'p', 'p', 'l', 'i', 'c', 'a', 't', 'i', 'o', 'n', 's', ' ', 'e', 'n', 't', 'e', 'r', 'p', 'r', 'i', 's', 'e', ' ', 'a', 'p', 'p', 'l', 'i', 'c', 'a', 't', 'i', 'o', 'n']"
2061,"['o', 'b', 'v', 'i', 'o', 'u', 's', 'l', 'y', ' ', 'f', 'a', 'n', 't', 'a', 's', 't', 'i', 'c', ' ', 'c', 'o', 'n', 'v', 'e', 'r', 's', 'a', 't', 'i', 'o', 'n', ' ', 'r', 'e', 'c', 'e', 'n', 't', 'l', 'y', ' ', 'l', 'i', 'v', 'e', ' ', 's', 'o', 'o', 'n', ' ', 'k', 'n', 'o', 'w', ' ', 'o', 'm', 'n', 'i', ' ', 's', 'i', 'm', 'u', 'l', 'a', 't', 'i', 'o', 'n', ' ', 'n', 'v', 'i', 'd', 'i', 'a']"
2062,"['k', 'n', 'o', 'w', ' ', 'm', 'u', 'c', 'h', ' ', 'b', 'i', 'g', 'g', 'e', 'r', ' ', 'b', 'u', 'n', 'c', 'h', ' ', 'e', 'n', 't', 'i', 't', 'i', 'e', 's', ' ', 'g', 'a', 'm', 'e', 's', ' ', 'r', 'o', 'b', 'l', 'o', 'x']"
2063,"['t', 'a', 'l', 'k', 'i', 'n', 'g', ' ', 'a', 'c', 'r', 'o', 's', 's', ' ', 'b', 'o', 'a', 'r', 'd', ' ', 's', 'h', 'i', 'f', 't', ' ', 'p', 'a', 'r', 'a', 'd', 'i', 'g', 'm', ' ', 's', 'h', 'i', 'f', 't']"
2064,"['w', 'o', 'r', 'l', 'd', ' ', 't', 'e', 'c', 'h', 'n', 'o', 'l', 'o', 'g', 'y', ' ', 'm', 'e', 'a', 'n', 's', ' ', 'b', 'u', 'i', 'l', 'd', ' ', 'n', 'e', 'x', 't', ' ', 'g', 'e', 'n', 'e', 'r', 'a', 't', 'i', 'o', 'n', ' ', 'a', 'p', 'p', 'l', 'i', 'c', 'a', 't', 'i', 'o', 'n', 's']"
2065,"['t', 'h', 'i', 'n', 'k', ' ', 's', 'a', 'y', 'i', 'n', 'g', ' ', 't', 'o', 't', 'a', 'l', 'l', 'y', ' ', 'r', 'e', 'a', 'l', 'i', 's', 't', 'i', 'c', ' ', 'e', 'x', 'p', 'e', 'r', 't', ' ', 'p', 'o', 'i', 'n', 't', ' ', 'v', 'i', 'e', 'w']"
2066,"['w', 'o', 'u', 'l', 'd', ' ', 'w', 'o', 'u', 'l', 'd', ' ', 'p', 'e', 'r', 's', 'o', 'n', 'a', 'l', 'l', 'y', ' ', 's', 'u', 'r', 'p', 'r', 'i', 's', 'e', 'd', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 'd', 'o', 'u', 'b', 'l', 'e', ' ', 'a', 'm', 'o', 'u', 'n', 't', ' ', 'e', 't', 'f', 's', ' ', 'a', 'v', 'a', 'i', 'l', 'a', 'b', 'l', 'e', ' ', 'm', 'a', 'r', 'k', 'e', 't', ' ', 'd', 'o', 'u', 'b', 'l', 'e', ' ', 'v', 'a', 'l', 'u', 'e', ' ', 'a', 's', 's', 'e', 't', 's', ' ', 'm', 'a', 'n', 'a', 'g', 'e', 'm', 'e', 'n', 't']"
2067,"['m', 'a', 't', 't', 'h', 'e', 'w', ' ', 't', 'h', 'i', 'n', 'k']"
2068,"['t', 'h', 'i', 'n', 'k', ' ', 'e', 'v', 'e', 'r', 'y', 't', 'h', 'i', 'n', 'g', ' ', 's', 'a', 'i', 'd', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 'j', 'u', 'm', 'p', ' ', 'm', 'e', 'n', 't', 'i', 'o', 'n', ' ', 'k', 'n', 'o', 'w', ' ', 'n', 'v', 'i', 'd', 'i', 'a']"
2069,"['g', 'l', 'a', 'd', ' ', 't', 'h', 'i', 'n', 'k', 'i', 'n', 'g', ' ', 'e', 'x', 'a', 'c', 't', ' ', 't', 'h', 'i', 'n', 'g', ' ', 'k', 'n', 'o', 'w', ' ', 'r', 'e', 'b', 'e', 'c', 'c', 'a', ' ', 'h', 'e', 'a', 'd', ' ', 'r', 'i', 'g', 'h', 't']"
2070,"['s', 'e', 'e', 'i', 'n', 'g', ' ', 'm', 'e', 't', 'a', ' ', 'e', 'm', 'e', 'r', 'g', 'e', ' ', 'g', 'a', 'm', 'i', 'n', 'g', ' ', 's', 'e', 'c', 't', 'o', 'r']"
2071,"['k', 'n', 'o', 'w', ' ', 'm', 'a', 'r', 'k', ' ', 'p', 'e', 't', 'i', 't', 'e', ' ', 's', 'a', 'y', 'i', 'n', 'g']"
2072,"['r', 'i', 'g', 'h', 't']"
2073,"['s', 'p', 'o', 'k', 'e', ' ', 'e', 'a', 'r', 'l', 'y', ' ', 'p', 'o', 'd', 'c', 'a', 's', 't', ' ', 'k', 'n', 'o', 'w', ' ', 'r', 'e', 'a', 'l', ' ', 't', 'i', 'm', 'e', ' ', 't', 'h', 'r', 'e', 'e', ' ', 'k', 'i', 'n', 'd', ' ', 'c', 'o', 'r', 'e', ' ', 't', 'e', 'c', 'h', 'n', 'o', 'l', 'o', 'g', 'i', 'e', 's', ' ', 'g', 'a', 'm', 'i', 'n', 'g', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'i', 'e', 's', ' ', 'e', 'x', 'p', 'e', 'r', 'i', 'e', 'n', 'c', 'e', ' ', 'u', 's', 'i', 'n', 'g']"
2074,"['c', 'l', 'e', 'a', 'r', 'l', 'y', ' ', 'm', 'a', 'k', 'e', 's', ' ', 's', 'e', 'n', 's', 'e', ' ', 'm', 'e', 't', 'a', ' ', 'e', 'm', 'e', 'r', 'g', 'i', 'n', 'g', ' ', 'g', 'a', 'm', 'i', 'n', 'g', ' ', 's', 'e', 'c', 't', 'o', 'r']"
2075,"['g', 'o', 'i', 'n', 'g', ' ', 'f', 'o', 'r', 'w', 'a', 'r', 'd', ' ', 'k', 'n', 'o', 'w', ' ', 'p', 'e', 'r', 'm', ' ', 's', 'e', 'c', 't', 'o', 'r', 's', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 't', 'a', 'k', 'e', 'o', 'f', 'f', ' ', 'w', 'a', 'y', 's', ' ', 'e', 'v', 'e', 'n', ' ', 'i', 'm', 'a', 'g', 'i', 'n', 'e']"
2076,"['m', 'e', 'a', 'n']"
2077,"['g', 'e', 't', 't', 'i', 'n', 'g']"
2078,"['l', 'i', 'k', 'e', ' ', 'w', 'o', 'u', 'l', 'd', ' ', 'a', 's', 'k', 'e', 'd', ' ', 's', 'o', 'm', 'e', 'o', 'n', 'e', ' ', 'l', 'o', 'o', 'k']"
2079,"['k', 'n', 'o', 'w']"
2080,"['w', 'o', 'u', 'l', 'd', ' ', 's', 'h', 'o', 'w', 'e', 'd', ' ', 'i', 'n', 's', 't', 'a', 'g', 'r', 'a', 'm', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 'y', 'e', 'a', 'r', 's', ' ', 'w', 'o', 'u', 'l', 'd', ' ', 's', 'a', 'i', 'd', ' ', 'h', 'e', 'c', 'k', ' ', 't', 'h', 'i', 'n', 'g']"
2081,"['l', 'i', 'k', 'e', ' ', 'c', 'o', 'u', 'l', 'd', ' ', 'n', 'e', 'v', 'e', 'r', ' ', 'i', 'm', 'a', 'g', 'i', 'n', 'e', ' ', 'e', 'v', 'e', 'r', ' ', 't', 'h', 'i', 'n', 'g', ' ', 'l', 'o', 'o', 'k', ' ', 'a', 'h', 'e', 'a', 'd', ' ', 'l', 'o', 'o', 'k', ' ', 'k', 'n', 'o', 'w', ' ', 'p', 'o', 's', 's', 'i', 'b', 'i', 'l', 'i', 't', 'i', 'e', 's', ' ', 'p', 'r', 'e', 't', 't', 'y', ' ', 'm', 'u', 'c', 'h', ' ', 'e', 'n', 'd', 'l', 'e', 's', 's', ' ', 'r', 'e', 'v', 'o', 'l', 'u', 't', 'i', 'o', 'n', 'i', 'z', 'e', ' ', 'm', 'e', 'n', 't', 'i', 'o', 'n', 'e', 'd', ' ', 'c', 'o', 'm', 'm', 'e', 'r', 'c', 'e', ' ', 'i', 'n', 'd', 'u', 's', 't', 'r', 'i', 'a', 'l', ' ', 'k', 'n', 'o', 'w', ' ', 'e', 'v', 'e', 'r', 'y', ' ', 'e', 'v', 'e', 'r', 'y', ' ', 's', 'i', 'n', 'g', 'l', 'e', ' ', 'a', 's', 'p', 'e', 'c', 't', ' ', 'e', 'c', 'o', 'n', 'o', 'm', 'y']"
2082,"['m', 'a', 't', 't', ' ', 'b', 'a', 'l', 'l', ' ', 'k', 'i', 'n', 'd', ' ', 'a', 'l', 'l', 'u', 'd', 'i', 'n', 'g']"
2083,"['g', 'r', 'e', 'a', 't', ' ', 'b', 'l', 'o', 'o', 'm', 'b', 'e', 'r', 'g', ' ', 'i', 'n', 't', 'e', 'r', 'v', 'i', 'e', 'w', ' ', 'q', 'u', 'o', 't', 'i', 'n', 'g', ' ', 'j', 'e', 'n', 's', 'e', 'n', ' ', 'h', 'u', 'a', 'n', 'g', ' ', 'n', 'v', 'i', 'd', 'i', 'a']"
2084,"['b', 'a', 's', 'i', 'c', 'a', 'l', 'l', 'y', ' ', 's', 'a', 'y', 'i', 'n', 'g', ' ', 'k', 'n', 'o', 'w', ' ', 'e', 'v', 'e', 'n', ' ', 'i', 'n', 't', 'e', 'r', 'n', 'e', 't', ' ', 't', 'o', 'd', 'a', 'y', ' ', 'd', 'i', 'g', 'i', 't', 'a', 'l', ' ', 'e', 'c', 'o', 'n', 'o', 'm', 'y', ' ', 's', 't', 'i', 'l', 'l', ' ', 's', 'l', 'i', 'c', 'e', ' ', 'g', 'l', 'o', 'b', 'a', 'l']"
2085,"['m', 'e', 't', 'a', ' ', 'n', 'e', 'x', 't', ' ', 's', 't', 'e', 'p', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'b', 'r', 'i', 'n', 'g', ' ', 't', 'h', 'i', 'n', 'g', 's', ' ', 's', 't', 'i', 'l', 'l', ' ', 'b', 'r', 'i', 'c', 'k', ' ', 'm', 'o', 'r', 't', 'a', 'r', ' ', 't', 'h', 'i', 'n', 'g', 's', ' ', 's', 't', 'i', 'l', 'l', ' ', 'p', 'h', 'y', 's', 'i', 'c', 'a', 'l', ' ', 'g', 'o', 'o', 'd', 's', ' ', 'd', 'i', 'g', 'i', 't', 'a', 'l', ' ', 'w', 'o', 'r', 'l', 'd', ' ', 'i', 'n', 'c', 'r', 'e', 'a', 's', 'e', ' ', 'd', 'i', 'g', 'i', 't', 'a', 'l', ' ', 's', 'h', 'a', 'r', 'e', ' ', 'g', 'l', 'o', 'b', 'a', 'l', ' ', 'n', 'o', 'r', 't', 'h', ' ', 'e', 'i', 'g', 'h', 't', 'y', ' ', 't', 'r', 'i', 'l', 'l', 'i', 'o', 'n', ' ', 'p', 'o', 's', 's', 'i', 'b', 'l', 'y', ' ', 'n', 'i', 'n', 'e', 't', 'y', ' ', 't', 'r', 'i', 'l', 'l', 'i', 'o', 'n', ' ', 'd', 'o', 'l', 'l', 'a', 'r', 's']"
2086,"['k', 'n', 'o', 'w', ' ', 'c', 'l', 'e', 'a', 'r', 'l', 'y', ' ', 'o', 'p', 'p', 'o', 'r', 't', 'u', 'n', 'i', 't', 'i', 'e', 's', ' ', 'i', 'n', 's', 'a', 'n', 'e', 'l', 'y', ' ', 'l', 'a', 'r', 'g', 'e', ' ', 's', 't', 'a', 'r', 't', ' ', 'r', 'e', 'a', 'l', 'i', 'z', 'e', ' ', 'd', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't', ' ', 'a', 'p', 'p', 'l', 'i', 'c', 'a', 't', 'i', 'o', 'n', 's', ' ', 't', 'e', 'c', 'h', 'n', 'o', 'l', 'o', 'g', 'i', 'e', 's']"
2087,"['f', 'o', 'o', 'd', ' ', 't', 'h', 'o', 'u', 'g', 'h', 't']"
2088,"['r', 'i', 'g', 'h', 't', ' ', 'm', 'a', 't', 't', 'h', 'e', 'w']"
2089,"['d', 'o', 'n', 'e', ' ', 'g', 'r', 'e', 'a', 't', ' ', 'l', 'a', 's', 't', ' ', 'y', 'e', 'a', 'r', ' ', 'b', 'l', 'o', 'o', 'm', 'b', 'e', 'r', 'g', ' ', 'g', 'o', 'n', 'e', ' ', 'k', 'i', 'n', 'd', ' ', 'l', 'a', 'y', 'i', 'n', 'g', ' ', 'p', 'o', 't', 'e', 'n', 't', 'i', 'a', 'l', ' ', 't', 'o', 't', 'a', 'l', ' ', 'a', 'd', 'd', 'r', 'e', 's', 's', 'a', 'b', 'l', 'e', ' ', 'm', 'a', 'r', 'k', 'e', 't', ' ', 'n', 'e', 'x', 't', ' ', 's', 'e', 'v', 'e', 'r', 'a', 'l', ' ', 'y', 'e', 'a', 'r', 's']"
2090,"['t', 'h', 'i', 'n', 'k', ' ', 's', 'o', 'm', 'e', 't', 'h', 'i', 'n', 'g', ' ', 'a', 'r', 'o', 'u', 'n', 'd', ' ', 'e', 'i', 'g', 'h', 't', ' ', 'h', 'u', 'n', 'd', 'r', 'e', 'd', ' ', 'b', 'i', 'l', 'l', 'i', 'o', 'n', ' ', 'd', 'o', 'l', 'l', 'a', 'r', ' ', 'm', 'a', 'r', 'k', 'e', 't', ' ', 's', 'i', 'z', 'e']"
2091,"['r', 'i', 'g', 'h', 't', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'm', 'a', 'r', 'k', 'e', 't', ' ', 's', 'i', 'z', 'e', ' ', 't', 'o', 't', 'a', 'l', ' ', 'a', 'd', 'd', 'r', 'e', 's', 's', 'a', 'b', 'l', 'e', ' ', 'm', 'a', 'r', 'k', 'e', 't', ' ', 's', 'l', 'i', 'g', 'h', 't', 'l', 'y', ' ', 'd', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't', 'l', 'y', ' ', 'k', 'n', 'o', 'w', ' ', 'f', 'i', 'g', 'u', 'r', 'e', ' ', 'a', 'f', 't', 'e', 'r', 'w', 'a', 'r', 'd', 's', ' ', 'e', 'c', 'o', 'n', 'o', 'm', 'i', 'c', ' ', 'v', 'a', 'l', 'u', 'e']"
2092,"['r', 'o', 'u', 'g', 'h', 'l', 'y', ' ', 'e', 'i', 'g', 'h', 't', ' ', 'b', 'i', 'l', 'l', 'i', 'o', 'n', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'a', 'r', 'o', 'u', 'n', 'd', ' ', 'w', 'o', 'r', 'l', 'd']"
2093,"['a', 's', 's', 'u', 'm', 'e', ' ', 'm', 'e', 't', 'a', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 's', 'o', 'm', 'e', 't', 'h', 'i', 'n', 'g', ' ', 'a', 'c', 'c', 'e', 's', 's', ' ', 'i', 'n', 't', 'e', 'r', 'n', 'e', 't', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't', 'i', 'o', 'n', ' ', 'p', 'r', 'e', 't', 't', 'y', ' ', 'p', 'o', 'w', 'e', 'r', 'f', 'u', 'l', ' ', 'c', 'o', 'n', 's', 'u', 'm', 'e', 'r', ' ', 'd', 'e', 'v', 'i', 'c', 'e']"
2094,"['r', 'i', 'g', 'h', 't']"
2095,"['c', 'o', 'u', 'n', 't', 'r', 'i', 'e', 's', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 'm', 'o', 'b', 'i', 'l', 'e', ' ', 'p', 'h', 'o', 'n', 'e', ' ', 'g', 'a', 'm', 'e', ' ', 'c', 'o', 'n', 's', 'o', 'l', 'e', ' ', 'a', 'u', 't', 'o', 'n', 'o', 'm', 'o', 'u', 's', ' ', 'v', 'e', 'h', 'i', 'c', 'l', 'e', ' ', 's', 'p', 'a', 'c', 'e', ' ', 'c', 'h', 'e', 'a', 'p', ' ', 'k', 'n', 'o', 'w', 's']"
2096,"['r', 'i', 'g', 'h', 't', ' ', 'a', 's', 's', 'u', 'm', 'e', ' ', 'a', 'l', 'm', 'o', 's', 't', ' ', 'b', 'i', 'l', 'l', 'i', 'o', 'n', ' ', 'b', 'i', 'l', 'l', 'i', 'o', 'n', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'a', 'r', 'o', 'u', 'n', 'd', ' ', 'w', 'o', 'r', 'l', 'd']"
2097,"['a', 's', 's', 'u', 'm', 'e', ' ', 'm', 'e', 't', 'a', ' ', 'n', 'e', 'x', 't', ' ', 'h', 'a', 'l', 'f', ' ', 'd', 'e', 'c', 'a', 'd', 'e', ' ', 'd', 'e', 'c', 'a', 'd', 'e']"
