,sentences
1635,gonna
1636,whole fred pull fandom cults like feeling belonging yeah fascinating
1637,want shift stage signaling culture think something within
1638,kind bullshit concept digital aspects whether entities know social gain something continuing expand massively within
1639,know think hard disagree
1640,everything explained bernadette makes sense think realm spending time online spending time whether games name
1641,star
1642,normal
1643,makes sense desire stand feel unique
1644,makes sense nike virtual jordans fortnite
1645,makes sense gucci selling handbags roblox
1646,like starts making sense take lights human nature things
1647,course course flip gucci bale
1648,real consumer activity budget marketing stunt force happen second life
1649,know awful know
1650,know particularly talked talk beginning know invalid criticisms well second life
1651,kind invalid criticism
1652,know awful stuff people first right
1653,people smartphones nineties
1654,timing wrong well tech
1655,yeah
1656,timing wrong
1657,text wrong formula right people know myspace quite work myspace facebook much better blah blah
1658,know need always conscious
1659,mean remember years long long time like might thousand
1660,mobile service time entered mobile operated vending machine train station tokyo
1662,exciting time
1663,interesting
1664,work somebody asks dopamine engineers users
1665,might well twenty percent people
1666,twenty percent people work competitors
1667,twenty percent twenty percent consultants investment bankers
1668,percent consumer
1669,engine engineers
1670,like actual consumers none
1671,people industry
1672,know know bale sold handbag well okay
1674,yeah
1675,exactly would talking
1676,talking experimental budget marketing stunt
1677,great challenge trying assess traction crypto know lots people bought token
1678,okay
1680,actually lots people people buying back forth watching trade really enjoy game
1681,think going
1682,brand consumer perspective
1683,prove point everyone else
1684,truly
1685,fine conversations people like investing like
1686,loving people like feel
1687,missing something
1688,everyone talking fear missing
1689,complete yeah
1690,mean second life happened
1691,know hard explain young people like period like months absolutely every company spending millions dollars building second life ireland like everyone
1692,like cost
1693,think know cost build second build sweet island staff course cost like couple million dollars
1694,everyone second life island nobody came users like complete waste time
1695,everyone yeah well waste time
1697,chop
1698,yeah
1699,know
1700,understand marketing departments giant companies work
1701,course
1702,know digital people
1703,forget owns bale course project
1704,course would properly
1705,projects
1706,experiment
1707,sell
1708,course know would
1709,would
1710,would entirely unsurprisingly turned gucci handbag bought somebody another
1711,goes company strategy budget
1712,strategy team another luxury goods company
1713,like went like done like page powerpoint explaining purchasing journey change voice
1714,sitting going actually sold handbag
1715,conversation watch company company made smartwatch watches
1716,trying sort fifteen years
1717,showed picture palm smart water made light thousand founder like yeah
1718,think sold three
1719,three thousand like three
1720,know cynical huge amount real activity
1721,quite hard pull apart real activity speculation
1722,kind feature
1723,feature crypto speculation know criticism cynical comment
1724,explicit whole concept original bitcoin paper speculation john starts network reward early adopters
1725,confounded looking stuff means speculation signal
1726,whereas know tesla share price goes prove tesla autonomy working
1727,tells lots people think tesla well
1728,demonstrate help tesla
1729,except sell stock obviously
1730,price going cash tesla bank account whereas token going kind attraction product
1731,taken long meta
1732,sense stuff gets built
1734,look
1735,love started talk meta talked fashion industry different different eras different business models fashion industry
1736,think landed actually interesting doubt happening
1737,activity
1738,fascinating think percentage normal people trying figure brands testing obviously wanna stay ahead
1739,percentage people actually believing future investing time money effort
1740,people believe future
1742,know
1743,hugely difficult question assessing crypto project awful people betting future
1744,telling
1745,telling people think future
1746,quite saying
1747,seen many pictures posted instagram yesterday thing
1748,related white thing
1749,willingness future mean absolutely future
1750,problem
1751,stock price connection
1752,every time think tried simplify come back
1753,complicated
1755,stock price going help company except makes easier write
1756,capital selling stock issuing stock options price going tell sold product
1757,token activity token people speculating actual real
1758,look know somebody plays game thousand dollars something
1759,really paying thousand dollars swapping ethereum game another token belief taken faster
1760,think piece love much stuff happening online huge element creativity fact know
1761,feels like boundaries
1762,like creativity endless
1763,think fashion space
1764,like build whatever imagination come
1765,well christ line outlook look geek energy
1766,course sometimes takes topics
1767,drones sweetie printing
1768,also takes takes crypto
1769,know clever people sell value working weekend working crypto
1770,working money working money working think substrate
1771,substrate suddenly completely blank create anything
1772,completely blank canvas create anything
1774,also mean know late seventies amazing thing suddenly anyone could computer
1775,number people could something acute future operating system pretty small people amazing previously kind wait time mainframe
1776,window
1777,could computer could whatever wanted
1778,never able substrate know operating systems windows create layer abstraction means massively people substrate stuff
1779,gets unlocks massively created capability
1780,android another wave
1781,crypto kind another wave
1782,creative possibility make something
1783,like
1784,every wave like blank canvas look geek energy look account creativity comes
1785,something wise
1786,something like great
1788,amazing
1790,metaverse boom virtual reality
1791,meta emerging next technology platform attracting online game makers social networks plenty investment
1792,share lots hype surrounding meta also lots substance development exciting trends
1793,podcast series meta brought bloomberg intelligence break biggest developments bring interesting minds building investing experiencing
1794,welcome another exciting episode brought bloomberg intelligence
1795,matthew senior equity research analyst
1796,bloomberg intelligence host friedman founder super social hosts
1797,super excited really great guest join today break really exciting landscape etfs
1798,bloomberg intelligence asia analyst rebecca
1799,welcome rebecca
1800,thank
1801,excited beyond
1802,tell rebecca colleague hong kong really excited together know lots excellent coverage
1803,sessions together
1804,done work meta etfs bloomberg professional subscribers
1805,research available dashboard
1806,couple episodes
1807,really great conversation mario round hill investment round hill ball
1808,ticker
1809,previously meta back changed probably today
1810,know since landscape truly exploded meta etfs
1811,becoming quite exciting
1812,dive meta etfs rebecca favorite question pose every guest granted view might little skewed next work
1813,view know meta think like important meta
1814,honest joining bloomberg never really heard word meta
1815,matt
1816,memory serves correctly first thing mentioned even interview process
1817,like know someone name matthew
1818,really well known done research
1819,opinion probably skewed right next also learn complain
1820,meta really shared virtual space whether live entertainment playing video games together socializing online things trends merging create something
1821,consider meta
1822,think really concise great view
1823,think important mentioned bringing people together
1824,think know talked reason started super social
1825,know realized onset pandemic meta next form human interaction
1826,hundred percent
1827,mean know kind embedded also name company super social hypothesis meta gonna social immersive expressive
1828,human beings mean really social creatures want interact
1829,want things together want create together want play together
1830,sort really really exciting meta place human experience human interaction playing working things together
1831,mean always gonna certain kind form factor head like talk meta headset gonna access matter exclusively headset
1832,would like access multitude form factors devices platforms
1833,rebecca think describing well aligned sort preaching
1834,also talking phenomenal people past episode
1835,rebecca looked market earlier year actually late last year facebook changed name meta earlier quite recently finally ticker meta
1836,story well rounded
1837,forecasting would billion assets management twenty twenty
1838,many people thought aggressive
1839,almost overnight know think kind went hundred million breached billion mark outlined
1840,trail laser also think meta next five years three five years
1841,sort rationale behind assumptions
1842,provide context audience
1843,first joined bloomberg intelligence august first meta piece came early october
1844,well facebook said going brand
1845,said twenty twenty four etfs could reach eighty billion assets
1846,remember getting laughed colleague saying least factor impossible
1847,twenty twenty assets surpassed billion already long list issuers pipeline filed meta launched twenty twenty
1848,would definitely facebook helped bring meta broader market many issuers including fidelity prose shares global first trust many asia launching etfs related meta
1849,names like fidelity first trust onboard means product distributed amongst retail investors quickly
1851,include various sectors meta entertainment video games commerce would easy reach eighty billion
1852,twenty twenty four
1853,instance entertainment already five billion
1854,really depends constitute include space constantly evolving many different parts whether video games entertainment social media
1855,loop group etfs together really easily reach eighty billion twenty twenty four
1856,definitely huge growth potential
1857,think year gonna interesting things happen space
1858,absolutely
1859,know already seen much excitement
1860,think things truly interesting emerging meta landscape global major
1861,know talked korea
1862,seen etfs launch taiwan focused
1863,know maybe could step back second maybe could give land know even last months really blossom
1864,biggest assets kind whale space know everyone likes look like biggest etfs always tend like shine whether passive active terms regions kind break breakdown seeing action
1865,exciting
1866,meta definitely exploded past months parameters
1867,look word meta description
1868,first would round ball launched june twenty twenty
1869,since fourteen launches around world word description
1870,specify issuers consider meta whether video game tech artificial intelligence
1871,really need parameters consider
1872,thousand etfs globally point trillion dollars assets management
1873,start including video games tech cybersecurity universe gets much larger
1874,gonna stick definition need word meta definition
1875,description
1876,largest would round till eight hundred sixty three million assets management followed korea samsung codecs actively manage three hundred thirty seven asset tiger three hundred twenty four
1877,provide context samsung launched october last year
1878,really leaders space asia
1879,samsung hundred million often considered breakeven etfs weeks making fastest growing etfs globally
1880,another interesting fact korea eight meta versus etfs assets point billion management
1881,eight etfs four launched december twentieth
1882,grew assets quickly came retail investors
1883,region korea definitely leading
1884,etfs grow quickest already point billion weeks largest definitely round first launch
1885,clarify thank breakdown rebecca super interesting
1886,fourteen etfs distinct characteristic includes matters descriptors
1887,fourteen eight korea
1888,said
1889,yeah
1890,fourteen eight korea
1891,really shows korea really investing space
1892,fascinating
1893,wanna plug thing said thought really interesting
1894,talked retail excitement around etfs
1895,people technical etfs institutional distribution know selling affluent clients private wealth hedge funds know types large investors pension funds right buying etfs retail managing money side know robinhood account whoever might
1896,right think colleague eric states know talked trillions podcast shout trillions
1897,spotify apple bloomberg terminal talked like video game etfs meta etfs always skewed heavily retail distribution
1898,know
1899,thoughts kind start penetrate institutional space video games kind failed
1900,definitely think space institutional clients invested especially meta trend institutional clients global portfolio asset allocation perspective sector specific focused themes like meta never large
1901,never core percentage could anything five percent portfolio
1902,institutional money brings large trades know trades million
1903,usually know million five even fifty million depending type institutional clients
1904,think likes fidelity coming board larger players definitely gonna start seeing institutional money pour
1905,question matter fact timing know happen year happen mixture think everyone looking tech space kathy wood mention webinar last year know technologies stay
1906,question adopt portfolio access want want artificial intelligence wanna meta
1907,everyone investing technology sector question
1908,think meta definitely space institutional clients matter fact much allocate percent three percent five percent
1909,extent think biggest players know vanguard fidelity black cross coming
1910,envision players coming anytime soon
1911,much think accelerate wider adoption investors etfs related members
1912,fidelity filed last month january expected launch april
1913,think shows clear demand know likes black rock vanguard follow
1914,definitely black rock following
1915,black sector etfs
1916,instance launched robotic etfs
1917,several years quickly gained billion assets months distribution channel great
1918,think everyone looking space file launch product matter time people board
1919,interesting fact first trust filed test
1920,first trust based illinois
1921,purely retail investor distribution done
1922,various asset managers retail players
1923,discussing team filed know must clear demand someone like first trust otherwise really make sense
1924,think everyone realized meta stay want invested
1925,despite performance think year date performance seventeen percent
1926,still seen positive inflow sector
1927,even though performance keeps going
1928,yeah
1929,something wanted drill
1930,know remember last year talking china internet etfs
1931,know
1932,right
1933,china internet stocks whacked
1934,inflow really strong
1935,seen year meta etfs even though like dropping thirty forty percent highs know stayed roughly flat meaning strong inflow
1936,given know backdrop turbulence broader market high growth stocks make constituents funds know company specific performance
1937,know recording roadblocks reported earnings know pretty spectacular drop stock price reflect etfs
1938,think divergence performance flows continue think something performance pick next quarter gonna start people kind theme move next thing
1939,example mentioned
1941,know
1942,crane share china internet
1943,performance twenty twenty fifty percent fund grew eighty percent assets
1944,beginning year three point five billion
1945,year point three billion
1946,despite performance fifty percent
1947,performance went inflow went strange divergence
1948,however think shows investors really interested sector long haul really word performance
1949,believe happening meta parallels seen china tech
1950,look year date meta performance seventeen percent inflow hundred sixty three million
1951,looking round ball time facebook announced brand inflow skyrocketed around hundred million nine hundred fifty million three months
1952,assets grew quickly even reduced fees seventy five basis points fifty nine basis points
1953,really shows investors long haul regardless performance think seeing thing meta
1954,investors want invest space regardless performance think meta going well next five years
1955,ultimately easy access meta space without stock pick names want
1956,great point
1957,think particularly retail investors
1958,right talked eric trillions know core portfolio passive
1959,right
1960,whatever passive core portfolio want
1961,supplement active exposures
1962,right know think thinking sorts things makes tons sense longer term views
1963,mean come podcast neither believe gonna
1964,know gonna experiencing true form next year
1965,know decade
1966,wanna riding wave writing investment along
1967,totally think said aligns fundamental view market
1968,rebecca look sort landscape clear meta etfs taking different flavors look cons constituents fonts seeing similarities differences think really interesting going believe audience really understand talk fourteen etfs already coming apple apple
1969,differences among
1970,would great kinda break similarities differences among etfs existence already
1971,stand strongly representing quote unquote true alpha potentially look like trying ride hype cycle flavors
1972,etfs always advise investors really need look hood
1973,index methodology
1974,instance round tailed ball custom ball meta versus index comprised expert counsel maps ways companies seven different categories
1975,instance factor computing power power used support meta virtual platforms payment networking interchange standards tools protocol service operating meta hardware content
1976,korea instance range companies tech space cell phone park providers computer games newspaper companies also manufacture leather garments content tree corp etfs diligence crucial wanna know index tracks also replication method fees really need look total cost ownership name
1977,oftentimes issuers coming
1978,like writing better include etfs
1979,etfs could anything text base artificial intelligence cybersecurity video games
1980,investors know invest really need diligence thousand etfs globally
1981,says meta truly meta
1982,think know matthew done really good finding meta index bloomberg index
1983,really need deal diligence seeing product really
1984,shout
1985,bloomberg index bloomberg professional subscribers meta index terminal
1986,thanks rebecca
1987,full marketing pitch know going marketing pitch episode
1989,know happens know colleagues together
1990,support products building
1991,maybe could tell little
1992,mean happy
1993,mean know index know issuer interested licensing feel free reach rebecca anyone index product team know built basket companies really think know driving really enabler drivers building universe long term vision
1994,really fuels vision creating basket companies leveraged investment cycle
1995,index team taken created bloomberg medi first index know already available
1996,know obviously whole index team know open know vanilla play option also know customizable options
1997,definitely reach know work really cool product
1998,think know thing mentioned wanted dive know mentioned regards round ball meta fees
1999,know started
2000,believe seventy five basis points third recently
2001,look broader landscape
2002,know passive phenomenon like race zero
2003,right
2004,know quickly became race zero passive world
2005,look active look meta cutting fees give caution know issue terms okay
2006,everyone getting pool fidelity
2007,ever everyone jumping concerned know niche issuers gonna start pressure
2008,think look fourteen etfs currently meta part definition
2009,median expect expense ratio across fourteen currently fifty basis points
2010,really considered high standards
2011,cheapest currently fifteen basis points evolve canada expensive percent coupon selective taiwan
2012,definitely room move fees interesting thing note asia fees generally matter much
2013,fees usually much higher asia need retro fees rebates
2014,issuers
2015,distribution channel people fees
2016,fees come retro session fees rebates distribution channels
2017,think fees matters much asian investors
2018,really depends listed global product investors asia instance really look feeds
2019,look branding product interested options
2020,look etfs globally market usually accounts sixty seventy percent market share terms assets management
2021,asia pacific percent total market share
2022,asian investors consider gonna different investors europe consider
2024,think product issuer looking launch products need know targeting method want region different
2025,think fees come certain regions like instance hong call
2026,average ninety basis points super successful reduce fees
2027,product would excess hustle product competition would drive less know even zero basis points
2028,look instance fidelity wanted market
2029,launched etfs zero management fees simply wanted assets
2030,definitely think fees come depends region product launching
2031,much momentum twenty twenty
2032,rebecca know course meta facebook getting ticker meta meta previous meta meta ball index continuing grow
2033,etfs coming talked fidelity coming
2034,know bloomberg index likely bring etfs based index
2035,kind highlights project twenty twenty comes
2036,comes players think going shape year broadly think wider economic landscape decline decrease tech stocks last month half shape conversation remainder year
2037,think product perspective currently fourteen
2038,pure etfs point billion assets management
2039,year could easily double
2040,thirty pure meta etfs five billion assets
2041,think gonna start seeing interesting products
2042,instance leverage inverse
2043,meta etfs coming
2044,also expect sectors merge
2045,instance social media gaming commerce
2046,etfs considered rebranding meta etfs
2047,already talks amongst video games issuers like know instead calling
2048,game call meta instance
2049,think gonna definitely asset grow products launched
2050,think mentioned beginning
2051,look meta know trend
2052,combination shared virtual space commerce video games social media think etfs going replicate
2053,could potentially synergies amongst etfs
2054,yeah
2055,interesting point mentioned know talking times know different people know back thousand started technology company internet company
2056,right like started company thousand know mobile company
2057,think think gonna move trend companies gonna start calling adverse company
2058,mean super social defined super social last twenty months since started company
2059,think many companies referred adverse company think gonna least kind projection might start seeing many etfs said launching meta retrofit
2060,included meta quote unquote technologies product services likely going grow beyond consumer industrial applications enterprise application
2061,obviously fantastic conversation recently live soon know omni simulation nvidia
2062,know much bigger bunch entities games roblox
2063,talking across board shift paradigm shift
2064,world technology means build next generation applications
2065,think saying totally realistic expert point view
2066,would would personally surprised twenty twenty double amount etfs available market double value assets management
2067,matthew think
2068,think everything said gonna jump mention know nvidia
2069,glad thinking exact thing know rebecca head right
2070,seeing meta emerge gaming sector
2071,know mark petite saying
2072,right
2073,spoke early podcast know real time three kind core technologies gaming companies experience using
2074,clearly makes sense meta emerging gaming sector
2075,going forward know perm sectors gonna takeoff ways even imagine
2076,mean
2077,getting
2078,like would asked someone look
2079,know
2080,would showed instagram twenty years would said heck thing
2081,like could never imagine ever thing look ahead look know possibilities pretty much endless revolutionize mentioned commerce industrial know every every single aspect economy
2082,matt ball kind alluding
2083,great bloomberg interview quoting jensen huang nvidia
2084,basically saying know even internet today digital economy still slice global
2085,meta next step really bring things still brick mortar things still physical goods digital world increase digital share global north eighty trillion possibly ninety trillion dollars
2086,know clearly opportunities insanely large start realize different applications technologies
2087,food thought
2088,right matthew
2089,done great last year bloomberg gone kind laying potential total addressable market next several years
2090,think something around eight hundred billion dollar market size
2091,right think market size total addressable market slightly differently know figure afterwards economic value
2092,roughly eight billion people around world
2093,assume meta going something access internet connection pretty powerful consumer device
2094,right
2095,countries gonna mobile phone game console autonomous vehicle space cheap knows
2096,right assume almost billion billion people around world
2097,assume meta next half decade decade
2098,gonna five billion people accessing meta experiences meta applications
2099,beautiful thing
2100,think meta going large extent experience avatar gonna avatar
2101,right jonathan gonna
2102,already planning
2103,designing identities every
2104,gonna multiple identities
2105,might five different avatars live exist interact
2106,think total addressable market number users think meta could potentially hundred billion personalities live interact engage consume
2107,gonna
2108,gonna want take care avatars
2109,gonna wanna give appearances
2110,gonna wanna send learn play concerts meta play sports
2111,think assume meta hundred billion constituents users matter could likely size economy trillions
2112,think crazy assume
2113,subscribe world humans going live universe real people also multiple identities manifested avatars
2114,love
2115,love idea know back know hundred billion need invest
2117,maybe gonna recognize interesting
2118,thought another
2119,etfs look like meta
2120,fantastic stick conversation rebecca
2121,thank much joining rainy cloudy gross cold morning hong kong
2122,last thoughts
2123,definitely comment jonas multiple avatar really shows meta endless possibilities
2124,like everyone podcast said know really know goal look like five years
2125,definitely room growth many options
2126,think look space
2127,look issuers
2128,everyone still trying figure know meta issuers know using custom index fidelity launching fidelity meta index
2129,definitely room growth also room synergies potential merges know combining etfs
2130,definitely interesting happen certain issuers niche products combining video game commerce
2131,etfs calling meta assets grow even faster
2132,happens know easily reach eighty billion twenty twenty four
2133,thank much
2134,great point
2135,welcome
2136,great
2137,great point another thought
2138,right
2139,like crazy assume might consumer brands rapidly adopt meta frontier want operate
2140,extensively example company like nike acquired studio named artifacts
2141,crazy assume brand consumer brands companies could actually part meta
2142,etfs
2143,think fetched concept next know even eighteen twenty four months
2144,would also increase could actually include goes beyond technology
2145,everything technology every company essentially technology company
2146,every
2147,meta next technologies companies today part meta could actually part etfs etfs sorts subsets etfs popping
2148,think brings interesting point like meta really defined instance hypothetically start involving crypto entities blockchain technology
2149,instance crypto difficulties moment trying approval physical bitcoin crypto falls meta might different classification
2150,really grow endless possibility
2151,possibility right send meta
2153,think wrap
2154,thank much rebecca everyone
2155,thanks listening
2157,metaverse boom mario stefanidis
2158,meta emerging next technology platform attracting online game makers social networks plenty investment
2159,share lots hype surrounding meta also lots substance development exciting trends
2160,podcast series meta brought bloomberg intelligence
2161,break biggest developments bring interesting minds building investing experiencing meta
2162,welcome latest edition meta brought bloomberg intelligence matthew
2163,senior equity research analyst bloomberg intelligence host ross friedman founder super social
2164,company making games experiences meta starting roblox
2165,super excited recording today really interesting guest know know obviously come financial industry view looking meta versus know
2167,yeah
2169,love schumer interested analyst well financial side know really excited bring mario stephan
2170,vice president research round hill investments
2171,super know super successful really right gate tracking
2172,know playing roadblocks years great guest kinda give user experience also market experience welcome mario
2173,yeah
2174,thanks much honest script speak
2175,know webinar couple know probably almost year know looking know roadblocks opportunity
2176,think things like talk guests brought podcast know really important question said time
2177,sounds simple quite important know work matt ball creating guys super successful
2178,ball round hill
2179,gonna butcher name correct
2180,ball around home meta
2181,meta ticker
2182,guys done work defining meta
2183,could kinda know give analysis overview guys define constructing portfolio
2184,think importantly also meta
2185,think really important point make well
2186,sure
2187,great questions started
2188,think simplest terms meta versus going successor current internet going inter inter synchronous persistent series virtual spaces bridge digital physical worlds
2189,know meta right beyond current reach technological limitations companies particularly gaming companies created experiences within music gaming sporting events going define kind outer layer meta
2190,know going little deeper
2191,also infrastructure layer technology layer networking layer needs built first experiences eventually live able facilitate millions concurrent players meta ambitions
2192,think nutshell meta inter persistent
2193,synchronous successor current internet
2194,terms think common misconception meta versus virtual reality
2195,people think headset world like chat example meta
2196,really chat maybe playing couple dozen people latency
2197,interoperability ability worlds synchronous discreet standalone worlds
2198,know meta
2199,virtual world digital world either
2200,meta going span physical virtual world even experiences like stuff nintendo example something envision seeing meta
2201,think great point
2202,think important home
2203,know virtual worlds look disney world angeles star wars know theme park unity real time three software enhance physical world
2204,also
2205,know maybe realize said disney plus meta
2206,meta screen device
2207,anything enabled real time three
2208,think really important point made
2209,yeah
2210,misconceptions meta versus particularly hear private companies like disney saying gonna create meta
2211,like sure disney world awesome experience within meta
2212,disney meta
2213,maybe talk little line talk china role meta going would argue china also cannot create meta
2214,think needs global cooperation meta going single entity rather number disparate events
2215,yeah
2216,think think definitely interesting topic kind unpack highly disputed course given parallel internet china created kind almost cyber wall think gonna definitely interesting look either later conversation separate conversation matt definitely interested unpacking china angle comes
2217,know going back things constitute emerges know think thing continuously discuss podcasts opportunities fact meta also next frontier social human experiences internet manifested know real time three large scale environments know someone like mario playing roblox long time also gamer know think makes sense think especially kind core user emerged premier meta consistent meta platform like roblox
2218,next question perspective user also analyst platforms evolved time importantly evolutions elevate platform versus gaining platforms give historic view evolved time
2219,also take stab next several years could look like platform know race moon elon race mars elon musk bezos race members interested personally
2220,take came going regards know emerging platforms
2221,yeah
2222,think first things could thought like experiences
2223,think internet point late nineties early thousands even dozen people could interact
2224,land anymore know actual internet evolutionary point development point
2225,look games like second life example game really ahead time never forum could customize digital avatar number worlds wanted talk friends also people never forge friendships
2226,mean even weddings game right also terms thriving economy digital parcels real estate second life getting sold tens thousands dollars
2227,think second life good defining characteristics games going forward would need kind delve meta state
2228,think roadblocks came thousand super first popular like roll work came
2229,think thousand four
2230,great defining vision still early
2231,joined roblox thousand seven
2232,think first first seventy thousand users
2233,even remember platform hitting hundred thousand users came like subsequent year
2234,really really slow
2235,levels capped eight twelve people
2236,type untapped necessity needs significant latency problems really really good implementing building blocks roadblocks utilizes compensate creators think number year gonna half billion dollars
2237,like even fathom back late thousands
2238,levels part created admins moderators website
2239,popular levels remember made mods
2240,full fledged user generated economy spans cosmetic items also spans levels even advertise level roadblocks robots think awesome
2241,really come long
2242,excited roblox
2243,think beta seven hundred players play concurrently
2244,really getting
2245,play level roblox separate server separated servers running instance also levels well
2246,adopt sword fighting game
2247,need physically leave rejoin entire
2248,entirely group people
2249,think interoperability aspect going important thing tackle
2250,whoever successfully going open door number joint experiences come together create full fledged economy full fledged social media platform well
2251,think saying resonates really well craig talking last episode talked would love vision open inter opera meta need build technology first everything saying totally aligned know said still first inning
2252,even know first
2253,might even bottom first inning
2254,know know long make know massive scale immersive experiences within closed ecosystem even think opening
2255,think really important point people understand
2256,know hype matter today
2257,heck podcast
2258,know underscores hype also know development needs done realize vision
2259,hundred percent
2260,totally echo saying
2261,wanna comment things mario mentioned audience really interesting
2262,think notion massive multiplayer online game environments
2263,right
2264,sure bunch people
2265,listening podcast podcasts plague legends world warcraft bunch others
2266,think meta environments necessarily companies building platforms
2267,like roblox
2268,obviously know efforts companies gonna talk minutes
2269,think also interesting think massive historically really really large past fifteen twenty years
2270,could also potentially build meta within game ecosystems
2271,obviously know epic large think fortnite game becoming become platform later universe recall tweet theme sweeney think couple years someone asked fortnite said moment game asked year
2272,know think would underestimate underestimated world warcraft world emerged steal millions users looking companies like riot games
2273,anyone things riot games internally conversation mean
2274,obviously paying attention come
2275,companies come game side versus platform like robo
2276,yeah know think super fascinating interior moment
2277,yeah
2278,also helpful games fifteen plus years think entering environment instead titles released cyclical like annually every year
2279,developers sticking title number years monetizing game service building layers game technologically create know ever enhancing experience
2280,think league legends game since thousand nine many players many champions dota highest prized pool esports world popular esports world since thousand thirteen world warcraft
2281,like said since thousand four
2282,games significant amount time
2283,even terms first person shooters
2284,example call duty know call duty launched annually
2285,activation found success zone service based title
2286,think developers still clinging launch windows
2287,think gonna revisit start launch individual experiences constantly updated service allowed build next meta
2288,yeah
2289,think really important know think know gaming companies elevating experiences shifting strategy know think nice next question wanted dive wanted give know little time talk index success guys know seem keep daily basis based every morning wake added another hundred million dollars
2290,like know absolutely bonkers crazy things guys fantastic guys
2291,know know think kind construction work matt ball counsel experts done create index know refined strategy really brought creating define meta define meta internet broad description every company earth company every company presence internet
2292,take much refined approach
2293,talk know constructed index guys express know strategy refined narrow companies fund represent guys think leaders meta today
2294,yeah
2295,matthew working index since late twenty twenty
2296,reference launched june twenty twenty
2297,really oven
2298,think question posed index launched today enough companies could defined meta companies really launch index companies deriving revenue meta sources
2299,twenty twenty really showed companies explicitly redefining strategy focus meta
2300,think facebook state change meta platforms number endorsement seventh biggest company united states essentially becoming meta first company
2301,launched june methodology defining meta seven categories quickly
2302,computing
2303,company enabling supplying computing power support meta networking companies provide connections bandwidth data services consumers virtual platforms companies develop operate immersive digital simulations worlds interchange standards
2304,companies creating protocols tools payments content assets identity services hardware
2305,seven categories define index within matthew ball team assign large universe companies think thousand companies categories
2306,within categories companies receive rating
2307,kind composite many categories rating categories
2308,composition index
2309,know time think number constituents index going narrow meta gets refined even launching june index fifty companies
2310,last rebalance couple months index believe forty companies
2311,kind index constructed
2312,behind matthew ball team individuals expert counsel wide range experience within meta individuals worked facebook valve name
2313,launched
2314,pretty successful gate matt attest launching typically sees start volume inflow
2315,even facebook name change october twenty eighth hundred fifty million inflow fund
2316,intents purposes going well think announcement really supercharged interest people looking ways exposure space really allows diversified manner security selection individual companies rather diversified basket contains companies become players meta
2317,since point went hundred fifty million assets
2318,think eight hundred
2320,hard keep volatility well inflow components
2321,yeah really happy success fund happy audience almost exclusively retail appreciate done think right fund allow investors exposure emerging space
2322,feel eight companies dropped sadly dropped index good luck
2323,know picking point success congratulations really stellar growth past couple months
2324,obviously crazy ride meta last weeks starting brand facebook become platforms
2325,catalyze strong results across board
2326,meta player meta related company rogue roblox unity etcetera etcetera gave strong quarterly reviews
2327,also announcements microsoft enterprise course nvidia tracking closely towards trillion dollar company would anyone couple years would sound completely completely unimaginable
2328,looking announcements updates major companies
2329,seeing crazy inflow flows coming flows coming investor interest think would great listeners commentary retail investor also institutional
2330,yeah
2331,think
2332,terms retail institutional quote unquote divide
2333,think case actually similar
2334,like said strategy primarily geared towards retail investors
2335,outbound salesforce pretty rare company
2336,thought leadership research either social media mainly lead twitter
2337,publish research website well
2338,newsletter think thousand subscribers
2339,outlets dominate stuff institutions retail looking alike
2340,really level playing field kind line spirit meta meta kind equal playing field investor base
2341,consuming content really getting preferential treatment terms purchasing fund research consuming
2342,would fund probably ninety percent retail assets currently percent institutional
2343,might even less
2344,investors investing especially post covid
2345,seen obviously surge trading apps retail trading environment
2346,people becoming hold investors kinda first time meme stocks
2347,know seen really stick journey made pretty clear meta versus something going realized overnight
2348,gonna probably decade actually meta person place
2349,maybe next five years start experiences front
2350,really infrastructure technology significant hurdle
2351,institutions appreciate probably stick assess fund test
2352,know seen retail weather various bumps road
2353,think important point know building launching bloomberg index guys know technically gonna competing
2354,know think good industry overall successful products
2355,seen others come jurisdictions asia particularly
2356,necessarily know someone like studying space
2357,look like pure meta
2358,kinda look like diversified baskets slap ride hype
2359,think things talking things tried talk building sustainable product point ride market cycles
2360,mean meta super successful
2361,guys funds know looking like others sports
2362,right
2363,done well
2364,exceptionally well right gate
2365,know talk thinking building funds thinking long term themes really need build something sustainable long term
2366,right thinking near term bump
2367,yeah
2368,rules based methodology rational somewhat systematic important make products scalable especially working small team like matt kind endorsement kind model trying partnering thought leaders various sectors industry leveraging expertise
2369,know definitely frontier
2370,different role black rock fixed income etfs could never imagined know equity etfs would eventually look like
2371,think market starting
2372,know eric talks
2373,cost beta fixed income equities indexed rebalancing usually annually
2374,types dramatic products ways almost active even even technically tracking index
2375,leverage expertise people really know talking
2376,think matt proved foremost experts within meta
2377,really happy relationship build think methodology place team place really allowed scale definitely billion beyond
