,sentences
1836,"['stori', 'well', 'round']"
1837,"['forecast', 'would', 'billion', 'asset', 'manag', 'twenti', 'twenti']"
1838,"['mani', 'peopl', 'thought', 'aggress']"
1839,"['almost', 'overnight', 'know', 'think', 'kind', 'went', 'hundr', 'million', 'breach', 'billion', 'mark', 'outlin']"
1840,"['trail', 'laser', 'also', 'think', 'meta', 'next', 'five', 'year', 'three', 'five', 'year']"
1841,"['sort', 'rational', 'behind', 'assumpt']"
1842,"['provid', 'context', 'audienc']"
1843,"['first', 'join', 'bloomberg', 'intellig', 'august', 'first', 'meta', 'piec', 'came', 'earli', 'octob']"
1844,"['well', 'facebook', 'said', 'go', 'brand']"
1845,"['said', 'twenti', 'twenti', 'four', 'etf', 'could', 'reach', 'eighti', 'billion', 'asset']"
1846,"['rememb', 'get', 'laugh', 'colleagu', 'say', 'least', 'factor', 'imposs']"
1847,"['twenti', 'twenti', 'asset', 'surpass', 'billion', 'alreadi', 'long', 'list', 'issuer', 'pipelin', 'file', 'meta', 'launch', 'twenti', 'twenti']"
1848,"['would', 'definit', 'facebook', 'help', 'bring', 'meta', 'broader', 'market', 'mani', 'issuer', 'includ', 'fidel', 'prose', 'share', 'global', 'first', 'trust', 'mani', 'asia', 'launch', 'etf', 'relat', 'meta']"
1849,"['name', 'like', 'fidel', 'first', 'trust', 'onboard', 'mean', 'product', 'distribut', 'amongst', 'retail', 'investor', 'quickli']"
1851,"['includ', 'variou', 'sector', 'meta', 'entertain', 'video', 'game', 'commerc', 'would', 'easi', 'reach', 'eighti', 'billion']"
1852,"['twenti', 'twenti', 'four']"
1853,"['instanc', 'entertain', 'alreadi', 'five', 'billion']"
1854,"['realli', 'depend', 'constitut', 'includ', 'space', 'constantli', 'evolv', 'mani', 'differ', 'part', 'whether', 'video', 'game', 'entertain', 'social', 'media']"
1855,"['loop', 'group', 'etf', 'togeth', 'realli', 'easili', 'reach', 'eighti', 'billion', 'twenti', 'twenti', 'four']"
1856,"['definit', 'huge', 'growth', 'potenti']"
1857,"['think', 'year', 'gonna', 'interest', 'thing', 'happen', 'space']"
1858,['absolut']
1859,"['know', 'alreadi', 'seen', 'much', 'excit']"
1860,"['think', 'thing', 'truli', 'interest', 'emerg', 'meta', 'landscap', 'global', 'major']"
1861,"['know', 'talk', 'korea']"
1862,"['seen', 'etf', 'launch', 'taiwan', 'focus']"
1863,"['know', 'mayb', 'could', 'step', 'back', 'second', 'mayb', 'could', 'give', 'land', 'know', 'even', 'last', 'month', 'realli', 'blossom']"
1864,"['biggest', 'asset', 'kind', 'whale', 'space', 'know', 'everyon', 'like', 'look', 'like', 'biggest', 'etf', 'alway', 'tend', 'like', 'shine', 'whether', 'passiv', 'activ', 'term', 'region', 'kind', 'break', 'breakdown', 'see', 'action']"
1865,['excit']
1866,"['meta', 'definit', 'explod', 'past', 'month', 'paramet']"
1867,"['look', 'word', 'meta', 'descript']"
1868,"['first', 'would', 'round', 'ball', 'launch', 'june', 'twenti', 'twenti']"
1869,"['sinc', 'fourteen', 'launch', 'around', 'world', 'word', 'descript']"
1870,"['specifi', 'issuer', 'consid', 'meta', 'whether', 'video', 'game', 'tech', 'artifici', 'intellig']"
1871,"['realli', 'need', 'paramet', 'consid']"
1872,"['thousand', 'etf', 'global', 'point', 'trillion', 'dollar', 'asset', 'manag']"
1873,"['start', 'includ', 'video', 'game', 'tech', 'cybersecur', 'univers', 'get', 'much', 'larger']"
1874,"['gonna', 'stick', 'definit', 'need', 'word', 'meta', 'definit']"
1875,['descript']
1876,"['largest', 'would', 'round', 'till', 'eight', 'hundr', 'sixti', 'three', 'million', 'asset', 'manag', 'follow', 'korea', 'samsung', 'codec', 'activ', 'manag', 'three', 'hundr', 'thirti', 'seven', 'asset', 'tiger', 'three', 'hundr', 'twenti', 'four']"
1877,"['provid', 'context', 'samsung', 'launch', 'octob', 'last', 'year']"
1878,"['realli', 'leader', 'space', 'asia']"
1879,"['samsung', 'hundr', 'million', 'often', 'consid', 'breakeven', 'etf', 'week', 'make', 'fastest', 'grow', 'etf', 'global']"
1880,"['anoth', 'interest', 'fact', 'korea', 'eight', 'meta', 'versu', 'etf', 'asset', 'point', 'billion', 'manag']"
1881,"['eight', 'etf', 'four', 'launch', 'decemb', 'twentieth']"
1882,"['grew', 'asset', 'quickli', 'came', 'retail', 'investor']"
1883,"['region', 'korea', 'definit', 'lead']"
1884,"['etf', 'grow', 'quickest', 'alreadi', 'point', 'billion', 'week', 'largest', 'definit', 'round', 'first', 'launch']"
1885,"['clarifi', 'thank', 'breakdown', 'rebecca', 'super', 'interest']"
1886,"['fourteen', 'etf', 'distinct', 'characterist', 'includ', 'matter', 'descriptor']"
1887,"['fourteen', 'eight', 'korea']"
1888,['said']
1889,['yeah']
1890,"['fourteen', 'eight', 'korea']"
1891,"['realli', 'show', 'korea', 'realli', 'invest', 'space']"
1892,['fascin']
1893,"['wanna', 'plug', 'thing', 'said', 'thought', 'realli', 'interest']"
1894,"['talk', 'retail', 'excit', 'around', 'etf']"
1895,"['peopl', 'technic', 'etf', 'institut', 'distribut', 'know', 'sell', 'affluent', 'client', 'privat', 'wealth', 'hedg', 'fund', 'know', 'type', 'larg', 'investor', 'pension', 'fund', 'right', 'buy', 'etf', 'retail', 'manag', 'money', 'side', 'know', 'robinhood', 'account', 'whoever', 'might']"
1896,"['right', 'think', 'colleagu', 'eric', 'state', 'know', 'talk', 'trillion', 'podcast', 'shout', 'trillion']"
1897,"['spotifi', 'appl', 'bloomberg', 'termin', 'talk', 'like', 'video', 'game', 'etf', 'meta', 'etf', 'alway', 'skew', 'heavili', 'retail', 'distribut']"
1898,['know']
1899,"['thought', 'kind', 'start', 'penetr', 'institut', 'space', 'video', 'game', 'kind', 'fail']"
1900,"['definit', 'think', 'space', 'institut', 'client', 'invest', 'especi', 'meta', 'trend', 'institut', 'client', 'global', 'portfolio', 'asset', 'alloc', 'perspect', 'sector', 'specif', 'focus', 'theme', 'like', 'meta', 'never', 'larg']"
1901,"['never', 'core', 'percentag', 'could', 'anyth', 'five', 'percent', 'portfolio']"
1902,"['institut', 'money', 'bring', 'larg', 'trade', 'know', 'trade', 'million']"
1903,"['usual', 'know', 'million', 'five', 'even', 'fifti', 'million', 'depend', 'type', 'institut', 'client']"
1904,"['think', 'like', 'fidel', 'come', 'board', 'larger', 'player', 'definit', 'gonna', 'start', 'see', 'institut', 'money', 'pour']"
1905,"['question', 'matter', 'fact', 'time', 'know', 'happen', 'year', 'happen', 'mixtur', 'think', 'everyon', 'look', 'tech', 'space', 'kathi', 'wood', 'mention', 'webinar', 'last', 'year', 'know', 'technolog', 'stay']"
1906,"['question', 'adopt', 'portfolio', 'access', 'want', 'want', 'artifici', 'intellig', 'wanna', 'meta']"
1907,"['everyon', 'invest', 'technolog', 'sector', 'question']"
1908,"['think', 'meta', 'definit', 'space', 'institut', 'client', 'matter', 'fact', 'much', 'alloc', 'percent', 'three', 'percent', 'five', 'percent']"
1909,"['extent', 'think', 'biggest', 'player', 'know', 'vanguard', 'fidel', 'black', 'cross', 'come']"
1910,"['envis', 'player', 'come', 'anytim', 'soon']"
1911,"['much', 'think', 'acceler', 'wider', 'adopt', 'investor', 'etf', 'relat', 'member']"
1912,"['fidel', 'file', 'last', 'month', 'januari', 'expect', 'launch', 'april']"
1913,"['think', 'show', 'clear', 'demand', 'know', 'like', 'black', 'rock', 'vanguard', 'follow']"
1914,"['definit', 'black', 'rock', 'follow']"
1915,"['black', 'sector', 'etf']"
1916,"['instanc', 'launch', 'robot', 'etf']"
1917,"['sever', 'year', 'quickli', 'gain', 'billion', 'asset', 'month', 'distribut', 'channel', 'great']"
1918,"['think', 'everyon', 'look', 'space', 'file', 'launch', 'product', 'matter', 'time', 'peopl', 'board']"
1919,"['interest', 'fact', 'first', 'trust', 'file', 'test']"
1920,"['first', 'trust', 'base', 'illinoi']"
1921,"['pure', 'retail', 'investor', 'distribut', 'done']"
1922,"['variou', 'asset', 'manag', 'retail', 'player']"
1923,"['discuss', 'team', 'file', 'know', 'must', 'clear', 'demand', 'someon', 'like', 'first', 'trust', 'otherwis', 'realli', 'make', 'sens']"
1924,"['think', 'everyon', 'realiz', 'meta', 'stay', 'want', 'invest']"
1925,"['despit', 'perform', 'think', 'year', 'date', 'perform', 'seventeen', 'percent']"
1926,"['still', 'seen', 'posit', 'inflow', 'sector']"
1927,"['even', 'though', 'perform', 'keep', 'go']"
1928,['yeah']
1929,"['someth', 'want', 'drill']"
1930,"['know', 'rememb', 'last', 'year', 'talk', 'china', 'internet', 'etf']"
1931,['know']
1932,['right']
1933,"['china', 'internet', 'stock', 'whack']"
1934,"['inflow', 'realli', 'strong']"
1935,"['seen', 'year', 'meta', 'etf', 'even', 'though', 'like', 'drop', 'thirti', 'forti', 'percent', 'high', 'know', 'stay', 'roughli', 'flat', 'mean', 'strong', 'inflow']"
1936,"['given', 'know', 'backdrop', 'turbul', 'broader', 'market', 'high', 'growth', 'stock', 'make', 'constitu', 'fund', 'know', 'compani', 'specif', 'perform']"
1937,"['know', 'record', 'roadblock', 'report', 'earn', 'know', 'pretti', 'spectacular', 'drop', 'stock', 'price', 'reflect', 'etf']"
1938,"['think', 'diverg', 'perform', 'flow', 'continu', 'think', 'someth', 'perform', 'pick', 'next', 'quarter', 'gonna', 'start', 'peopl', 'kind', 'theme', 'move', 'next', 'thing']"
1939,"['exampl', 'mention']"
1941,['know']
1942,"['crane', 'share', 'china', 'internet']"
1943,"['perform', 'twenti', 'twenti', 'fifti', 'percent', 'fund', 'grew', 'eighti', 'percent', 'asset']"
1944,"['begin', 'year', 'three', 'point', 'five', 'billion']"
1945,"['year', 'point', 'three', 'billion']"
1946,"['despit', 'perform', 'fifti', 'percent']"
1947,"['perform', 'went', 'inflow', 'went', 'strang', 'diverg']"
1948,"['howev', 'think', 'show', 'investor', 'realli', 'interest', 'sector', 'long', 'haul', 'realli', 'word', 'perform']"
1949,"['believ', 'happen', 'meta', 'parallel', 'seen', 'china', 'tech']"
1950,"['look', 'year', 'date', 'meta', 'perform', 'seventeen', 'percent', 'inflow', 'hundr', 'sixti', 'three', 'million']"
1951,"['look', 'round', 'ball', 'time', 'facebook', 'announc', 'brand', 'inflow', 'skyrocket', 'around', 'hundr', 'million', 'nine', 'hundr', 'fifti', 'million', 'three', 'month']"
1952,"['asset', 'grew', 'quickli', 'even', 'reduc', 'fee', 'seventi', 'five', 'basi', 'point', 'fifti', 'nine', 'basi', 'point']"
1953,"['realli', 'show', 'investor', 'long', 'haul', 'regardless', 'perform', 'think', 'see', 'thing', 'meta']"
1954,"['investor', 'want', 'invest', 'space', 'regardless', 'perform', 'think', 'meta', 'go', 'well', 'next', 'five', 'year']"
1955,"['ultim', 'easi', 'access', 'meta', 'space', 'without', 'stock', 'pick', 'name', 'want']"
1956,"['great', 'point']"
1957,"['think', 'particularli', 'retail', 'investor']"
1958,"['right', 'talk', 'eric', 'trillion', 'know', 'core', 'portfolio', 'passiv']"
1959,['right']
1960,"['whatev', 'passiv', 'core', 'portfolio', 'want']"
1961,"['supplement', 'activ', 'exposur']"
1962,"['right', 'know', 'think', 'think', 'sort', 'thing', 'make', 'ton', 'sens', 'longer', 'term', 'view']"
1963,"['mean', 'come', 'podcast', 'neither', 'believ', 'gonna']"
1964,"['know', 'gonna', 'experienc', 'true', 'form', 'next', 'year']"
1965,"['know', 'decad']"
1966,"['wanna', 'ride', 'wave', 'write', 'invest', 'along']"
1967,"['total', 'think', 'said', 'align', 'fundament', 'view', 'market']"
1968,"['rebecca', 'look', 'sort', 'landscap', 'clear', 'meta', 'etf', 'take', 'differ', 'flavor', 'look', 'con', 'constitu', 'font', 'see', 'similar', 'differ', 'think', 'realli', 'interest', 'go', 'believ', 'audienc', 'realli', 'understand', 'talk', 'fourteen', 'etf', 'alreadi', 'come', 'appl', 'appl']"
1969,"['differ', 'among']"
1970,"['would', 'great', 'kinda', 'break', 'similar', 'differ', 'among', 'etf', 'exist', 'alreadi']"
1971,"['stand', 'strongli', 'repres', 'quot', 'unquot', 'true', 'alpha', 'potenti', 'look', 'like', 'tri', 'ride', 'hype', 'cycl', 'flavor']"
1972,"['etf', 'alway', 'advis', 'investor', 'realli', 'need', 'look', 'hood']"
1973,"['index', 'methodolog']"
1974,"['instanc', 'round', 'tail', 'ball', 'custom', 'ball', 'meta', 'versu', 'index', 'compris', 'expert', 'counsel', 'map', 'way', 'compani', 'seven', 'differ', 'categori']"
1975,"['instanc', 'factor', 'comput', 'power', 'power', 'use', 'support', 'meta', 'virtual', 'platform', 'payment', 'network', 'interchang', 'standard', 'tool', 'protocol', 'servic', 'oper', 'meta', 'hardwar', 'content']"
1976,"['korea', 'instanc', 'rang', 'compani', 'tech', 'space', 'cell', 'phone', 'park', 'provid', 'comput', 'game', 'newspap', 'compani', 'also', 'manufactur', 'leather', 'garment', 'content', 'tree', 'corp', 'etf', 'dilig', 'crucial', 'wanna', 'know', 'index', 'track', 'also', 'replic', 'method', 'fee', 'realli', 'need', 'look', 'total', 'cost', 'ownership', 'name']"
1977,"['oftentim', 'issuer', 'come']"
1978,"['like', 'write', 'better', 'includ', 'etf']"
1979,"['etf', 'could', 'anyth', 'text', 'base', 'artifici', 'intellig', 'cybersecur', 'video', 'game']"
1980,"['investor', 'know', 'invest', 'realli', 'need', 'dilig', 'thousand', 'etf', 'global']"
1981,"['say', 'meta', 'truli', 'meta']"
1982,"['think', 'know', 'matthew', 'done', 'realli', 'good', 'find', 'meta', 'index', 'bloomberg', 'index']"
1983,"['realli', 'need', 'deal', 'dilig', 'see', 'product', 'realli']"
1984,['shout']
1985,"['bloomberg', 'index', 'bloomberg', 'profession', 'subscrib', 'meta', 'index', 'termin']"
1986,"['thank', 'rebecca']"
1987,"['full', 'market', 'pitch', 'know', 'go', 'market', 'pitch', 'episod']"
1989,"['know', 'happen', 'know', 'colleagu', 'togeth']"
1990,"['support', 'product', 'build']"
1991,"['mayb', 'could', 'tell', 'littl']"
1992,"['mean', 'happi']"
1993,"['mean', 'know', 'index', 'know', 'issuer', 'interest', 'licens', 'feel', 'free', 'reach', 'rebecca', 'anyon', 'index', 'product', 'team', 'know', 'built', 'basket', 'compani', 'realli', 'think', 'know', 'drive', 'realli', 'enabl', 'driver', 'build', 'univers', 'long', 'term', 'vision']"
1994,"['realli', 'fuel', 'vision', 'creat', 'basket', 'compani', 'leverag', 'invest', 'cycl']"
1995,"['index', 'team', 'taken', 'creat', 'bloomberg', 'medi', 'first', 'index', 'know', 'alreadi', 'avail']"
1996,"['know', 'obvious', 'whole', 'index', 'team', 'know', 'open', 'know', 'vanilla', 'play', 'option', 'also', 'know', 'customiz', 'option']"
1997,"['definit', 'reach', 'know', 'work', 'realli', 'cool', 'product']"
1998,"['think', 'know', 'thing', 'mention', 'want', 'dive', 'know', 'mention', 'regard', 'round', 'ball', 'meta', 'fee']"
1999,"['know', 'start']"
2000,"['believ', 'seventi', 'five', 'basi', 'point', 'third', 'recent']"
2001,"['look', 'broader', 'landscap']"
2002,"['know', 'passiv', 'phenomenon', 'like', 'race', 'zero']"
2003,['right']
2004,"['know', 'quickli', 'becam', 'race', 'zero', 'passiv', 'world']"
2005,"['look', 'activ', 'look', 'meta', 'cut', 'fee', 'give', 'caution', 'know', 'issu', 'term', 'okay']"
2006,"['everyon', 'get', 'pool', 'fidel']"
2007,"['ever', 'everyon', 'jump', 'concern', 'know', 'nich', 'issuer', 'gonna', 'start', 'pressur']"
2008,"['think', 'look', 'fourteen', 'etf', 'current', 'meta', 'part', 'definit']"
2009,"['median', 'expect', 'expens', 'ratio', 'across', 'fourteen', 'current', 'fifti', 'basi', 'point']"
2010,"['realli', 'consid', 'high', 'standard']"
2011,"['cheapest', 'current', 'fifteen', 'basi', 'point', 'evolv', 'canada', 'expens', 'percent', 'coupon', 'select', 'taiwan']"
2012,"['definit', 'room', 'move', 'fee', 'interest', 'thing', 'note', 'asia', 'fee', 'gener', 'matter', 'much']"
2013,"['fee', 'usual', 'much', 'higher', 'asia', 'need', 'retro', 'fee', 'rebat']"
2014,['issuer']
2015,"['distribut', 'channel', 'peopl', 'fee']"
2016,"['fee', 'come', 'retro', 'session', 'fee', 'rebat', 'distribut', 'channel']"
2017,"['think', 'fee', 'matter', 'much', 'asian', 'investor']"
2018,"['realli', 'depend', 'list', 'global', 'product', 'investor', 'asia', 'instanc', 'realli', 'look', 'feed']"
2019,"['look', 'brand', 'product', 'interest', 'option']"
2020,"['look', 'etf', 'global', 'market', 'usual', 'account', 'sixti', 'seventi', 'percent', 'market', 'share', 'term', 'asset', 'manag']"
2021,"['asia', 'pacif', 'percent', 'total', 'market', 'share']"
2022,"['asian', 'investor', 'consid', 'gonna', 'differ', 'investor', 'europ', 'consid']"
2024,"['think', 'product', 'issuer', 'look', 'launch', 'product', 'need', 'know', 'target', 'method', 'want', 'region', 'differ']"
2025,"['think', 'fee', 'come', 'certain', 'region', 'like', 'instanc', 'hong', 'call']"
2026,"['averag', 'nineti', 'basi', 'point', 'super', 'success', 'reduc', 'fee']"
2027,"['product', 'would', 'excess', 'hustl', 'product', 'competit', 'would', 'drive', 'less', 'know', 'even', 'zero', 'basi', 'point']"
2028,"['look', 'instanc', 'fidel', 'want', 'market']"
2029,"['launch', 'etf', 'zero', 'manag', 'fee', 'simpli', 'want', 'asset']"
2030,"['definit', 'think', 'fee', 'come', 'depend', 'region', 'product', 'launch']"
2031,"['much', 'momentum', 'twenti', 'twenti']"
2032,"['rebecca', 'know', 'cours', 'meta', 'facebook', 'get', 'ticker', 'meta', 'meta', 'previou', 'meta', 'meta', 'ball', 'index', 'continu', 'grow']"
2033,"['etf', 'come', 'talk', 'fidel', 'come']"
2034,"['know', 'bloomberg', 'index', 'like', 'bring', 'etf', 'base', 'index']"
2035,"['kind', 'highlight', 'project', 'twenti', 'twenti', 'come']"
2036,"['come', 'player', 'think', 'go', 'shape', 'year', 'broadli', 'think', 'wider', 'econom', 'landscap', 'declin', 'decreas', 'tech', 'stock', 'last', 'month', 'half', 'shape', 'convers', 'remaind', 'year']"
2037,"['think', 'product', 'perspect', 'current', 'fourteen']"
2038,"['pure', 'etf', 'point', 'billion', 'asset', 'manag']"
2039,"['year', 'could', 'easili', 'doubl']"
2040,"['thirti', 'pure', 'meta', 'etf', 'five', 'billion', 'asset']"
2041,"['think', 'gonna', 'start', 'see', 'interest', 'product']"
2042,"['instanc', 'leverag', 'invers']"
2043,"['meta', 'etf', 'come']"
2044,"['also', 'expect', 'sector', 'merg']"
2045,"['instanc', 'social', 'media', 'game', 'commerc']"
2046,"['etf', 'consid', 'rebrand', 'meta', 'etf']"
2047,"['alreadi', 'talk', 'amongst', 'video', 'game', 'issuer', 'like', 'know', 'instead', 'call']"
2048,"['game', 'call', 'meta', 'instanc']"
2049,"['think', 'gonna', 'definit', 'asset', 'grow', 'product', 'launch']"
2050,"['think', 'mention', 'begin']"
2051,"['look', 'meta', 'know', 'trend']"
2052,"['combin', 'share', 'virtual', 'space', 'commerc', 'video', 'game', 'social', 'media', 'think', 'etf', 'go', 'replic']"
2053,"['could', 'potenti', 'synergi', 'amongst', 'etf']"
2054,['yeah']
2055,"['interest', 'point', 'mention', 'know', 'talk', 'time', 'know', 'differ', 'peopl', 'know', 'back', 'thousand', 'start', 'technolog', 'compani', 'internet', 'compani']"
2056,"['right', 'like', 'start', 'compani', 'thousand', 'know', 'mobil', 'compani']"
2057,"['think', 'think', 'gonna', 'move', 'trend', 'compani', 'gonna', 'start', 'call', 'advers', 'compani']"
2058,"['mean', 'super', 'social', 'defin', 'super', 'social', 'last', 'twenti', 'month', 'sinc', 'start', 'compani']"
2059,"['think', 'mani', 'compani', 'refer', 'advers', 'compani', 'think', 'gonna', 'least', 'kind', 'project', 'might', 'start', 'see', 'mani', 'etf', 'said', 'launch', 'meta', 'retrofit']"
2060,"['includ', 'meta', 'quot', 'unquot', 'technolog', 'product', 'servic', 'like', 'go', 'grow', 'beyond', 'consum', 'industri', 'applic', 'enterpris', 'applic']"
2061,"['obvious', 'fantast', 'convers', 'recent', 'live', 'soon', 'know', 'omni', 'simul', 'nvidia']"
2062,"['know', 'much', 'bigger', 'bunch', 'entiti', 'game', 'roblox']"
2063,"['talk', 'across', 'board', 'shift', 'paradigm', 'shift']"
2064,"['world', 'technolog', 'mean', 'build', 'next', 'gener', 'applic']"
2065,"['think', 'say', 'total', 'realist', 'expert', 'point', 'view']"
2066,"['would', 'would', 'person', 'surpris', 'twenti', 'twenti', 'doubl', 'amount', 'etf', 'avail', 'market', 'doubl', 'valu', 'asset', 'manag']"
2067,"['matthew', 'think']"
2068,"['think', 'everyth', 'said', 'gonna', 'jump', 'mention', 'know', 'nvidia']"
2069,"['glad', 'think', 'exact', 'thing', 'know', 'rebecca', 'head', 'right']"
2070,"['see', 'meta', 'emerg', 'game', 'sector']"
2071,"['know', 'mark', 'petit', 'say']"
2072,['right']
2073,"['spoke', 'earli', 'podcast', 'know', 'real', 'time', 'three', 'kind', 'core', 'technolog', 'game', 'compani', 'experi', 'use']"
2074,"['clearli', 'make', 'sens', 'meta', 'emerg', 'game', 'sector']"
2075,"['go', 'forward', 'know', 'perm', 'sector', 'gonna', 'takeoff', 'way', 'even', 'imagin']"
2076,['mean']
2077,['get']
2078,"['like', 'would', 'ask', 'someon', 'look']"
2079,['know']
2080,"['would', 'show', 'instagram', 'twenti', 'year', 'would', 'said', 'heck', 'thing']"
2081,"['like', 'could', 'never', 'imagin', 'ever', 'thing', 'look', 'ahead', 'look', 'know', 'possibl', 'pretti', 'much', 'endless', 'revolution', 'mention', 'commerc', 'industri', 'know', 'everi', 'everi', 'singl', 'aspect', 'economi']"
2082,"['matt', 'ball', 'kind', 'allud']"
2083,"['great', 'bloomberg', 'interview', 'quot', 'jensen', 'huang', 'nvidia']"
2084,"['basic', 'say', 'know', 'even', 'internet', 'today', 'digit', 'economi', 'still', 'slice', 'global']"
2085,"['meta', 'next', 'step', 'realli', 'bring', 'thing', 'still', 'brick', 'mortar', 'thing', 'still', 'physic', 'good', 'digit', 'world', 'increas', 'digit', 'share', 'global', 'north', 'eighti', 'trillion', 'possibl', 'nineti', 'trillion', 'dollar']"
2086,"['know', 'clearli', 'opportun', 'insan', 'larg', 'start', 'realiz', 'differ', 'applic', 'technolog']"
2087,"['food', 'thought']"
2088,"['right', 'matthew']"
2089,"['done', 'great', 'last', 'year', 'bloomberg', 'gone', 'kind', 'lay', 'potenti', 'total', 'address', 'market', 'next', 'sever', 'year']"
2090,"['think', 'someth', 'around', 'eight', 'hundr', 'billion', 'dollar', 'market', 'size']"
2091,"['right', 'think', 'market', 'size', 'total', 'address', 'market', 'slightli', 'differ', 'know', 'figur', 'afterward', 'econom', 'valu']"
2092,"['roughli', 'eight', 'billion', 'peopl', 'around', 'world']"
2093,"['assum', 'meta', 'go', 'someth', 'access', 'internet', 'connect', 'pretti', 'power', 'consum', 'devic']"
2094,['right']
2095,"['countri', 'gonna', 'mobil', 'phone', 'game', 'consol', 'autonom', 'vehicl', 'space', 'cheap', 'know']"
2096,"['right', 'assum', 'almost', 'billion', 'billion', 'peopl', 'around', 'world']"
2097,"['assum', 'meta', 'next', 'half', 'decad', 'decad']"
2098,"['gonna', 'five', 'billion', 'peopl', 'access', 'meta', 'experi', 'meta', 'applic']"
2099,"['beauti', 'thing']"
2100,"['think', 'meta', 'go', 'larg', 'extent', 'experi', 'avatar', 'gonna', 'avatar']"
2101,"['right', 'jonathan', 'gonna']"
2102,"['alreadi', 'plan']"
2103,"['design', 'ident', 'everi']"
2104,"['gonna', 'multipl', 'ident']"
2105,"['might', 'five', 'differ', 'avatar', 'live', 'exist', 'interact']"
2106,"['think', 'total', 'address', 'market', 'number', 'user', 'think', 'meta', 'could', 'potenti', 'hundr', 'billion', 'person', 'live', 'interact', 'engag', 'consum']"
2107,['gonna']
2108,"['gonna', 'want', 'take', 'care', 'avatar']"
2109,"['gonna', 'wanna', 'give', 'appear']"
2110,"['gonna', 'wanna', 'send', 'learn', 'play', 'concert', 'meta', 'play', 'sport']"
2111,"['think', 'assum', 'meta', 'hundr', 'billion', 'constitu', 'user', 'matter', 'could', 'like', 'size', 'economi', 'trillion']"
2112,"['think', 'crazi', 'assum']"
2113,"['subscrib', 'world', 'human', 'go', 'live', 'univers', 'real', 'peopl', 'also', 'multipl', 'ident', 'manifest', 'avatar']"
2114,['love']
2115,"['love', 'idea', 'know', 'back', 'know', 'hundr', 'billion', 'need', 'invest']"
2117,"['mayb', 'gonna', 'recogn', 'interest']"
2118,"['thought', 'anoth']"
2119,"['etf', 'look', 'like', 'meta']"
2120,"['fantast', 'stick', 'convers', 'rebecca']"
2121,"['thank', 'much', 'join', 'raini', 'cloudi', 'gross', 'cold', 'morn', 'hong', 'kong']"
2122,"['last', 'thought']"
2123,"['definit', 'comment', 'jona', 'multipl', 'avatar', 'realli', 'show', 'meta', 'endless', 'possibl']"
2124,"['like', 'everyon', 'podcast', 'said', 'know', 'realli', 'know', 'goal', 'look', 'like', 'five', 'year']"
2125,"['definit', 'room', 'growth', 'mani', 'option']"
2126,"['think', 'look', 'space']"
2127,"['look', 'issuer']"
2128,"['everyon', 'still', 'tri', 'figur', 'know', 'meta', 'issuer', 'know', 'use', 'custom', 'index', 'fidel', 'launch', 'fidel', 'meta', 'index']"
2129,"['definit', 'room', 'growth', 'also', 'room', 'synergi', 'potenti', 'merg', 'know', 'combin', 'etf']"
2130,"['definit', 'interest', 'happen', 'certain', 'issuer', 'nich', 'product', 'combin', 'video', 'game', 'commerc']"
2131,"['etf', 'call', 'meta', 'asset', 'grow', 'even', 'faster']"
2132,"['happen', 'know', 'easili', 'reach', 'eighti', 'billion', 'twenti', 'twenti', 'four']"
2133,"['thank', 'much']"
2134,"['great', 'point']"
2135,['welcom']
2136,['great']
2137,"['great', 'point', 'anoth', 'thought']"
2138,['right']
2139,"['like', 'crazi', 'assum', 'might', 'consum', 'brand', 'rapidli', 'adopt', 'meta', 'frontier', 'want', 'oper']"
2140,"['extens', 'exampl', 'compani', 'like', 'nike', 'acquir', 'studio', 'name', 'artifact']"
2141,"['crazi', 'assum', 'brand', 'consum', 'brand', 'compani', 'could', 'actual', 'part', 'meta']"
2142,['etf']
2143,"['think', 'fetch', 'concept', 'next', 'know', 'even', 'eighteen', 'twenti', 'four', 'month']"
2144,"['would', 'also', 'increas', 'could', 'actual', 'includ', 'goe', 'beyond', 'technolog']"
2145,"['everyth', 'technolog', 'everi', 'compani', 'essenti', 'technolog', 'compani']"
2146,['everi']
2147,"['meta', 'next', 'technolog', 'compani', 'today', 'part', 'meta', 'could', 'actual', 'part', 'etf', 'etf', 'sort', 'subset', 'etf', 'pop']"
2148,"['think', 'bring', 'interest', 'point', 'like', 'meta', 'realli', 'defin', 'instanc', 'hypothet', 'start', 'involv', 'crypto', 'entiti', 'blockchain', 'technolog']"
2149,"['instanc', 'crypto', 'difficulti', 'moment', 'tri', 'approv', 'physic', 'bitcoin', 'crypto', 'fall', 'meta', 'might', 'differ', 'classif']"
2150,"['realli', 'grow', 'endless', 'possibl']"
2151,"['possibl', 'right', 'send', 'meta']"
2153,"['think', 'wrap']"
2154,"['thank', 'much', 'rebecca', 'everyon']"
2155,"['thank', 'listen']"
2157,"['metavers', 'boom', 'mario', 'stefanidi']"
2158,"['meta', 'emerg', 'next', 'technolog', 'platform', 'attract', 'onlin', 'game', 'maker', 'social', 'network', 'plenti', 'invest']"
2159,"['share', 'lot', 'hype', 'surround', 'meta', 'also', 'lot', 'substanc', 'develop', 'excit', 'trend']"
2160,"['podcast', 'seri', 'meta', 'brought', 'bloomberg', 'intellig']"
2161,"['break', 'biggest', 'develop', 'bring', 'interest', 'mind', 'build', 'invest', 'experienc', 'meta']"
